Iteration,VS,Thickness,Likelihood,Misfit,Acceptance
1,"[3414, 3613, 3706, 3804, 4032, 4071, 4407]","[2223, 2245, 2846, 4734, 15198, 26541, 0]",0.49125696202623637,1.42,1
6,"[3414, 3613, 3706, 3804, 4032, 4071, 4407]","[2223, 2245, 3855, 4734, 15198, 26541, 0]",0.46990405847671757,1.51,1
14,"[3414, 3613, 3706, 3804, 4032, 4071, 4407]","[2223, 2245, 3855, 4734, 15198, 26541, 0]",0.46990405847671757,1.51,0
19,"[3414, 3613, 3706, 3804, 4032, 4071, 4407]","[2223, 2245, 2630, 4734, 15198, 26541, 0]",0.4775907357083617,1.48,1
23,"[3414, 3613, 3706, 3804, 4032, 4071, 4407]","[2223, 2245, 3713, 4734, 15198, 26541, 0]",0.4833930277763529,1.45,1
41,"[3414, 3613, 3706, 3804, 4032, 4071, 4407]","[2223, 2245, 3713, 4734, 15198, 25913, 0]",0.4805452715283893,1.47,1
47,"[3414, 3613, 3706, 3804, 4032, 4071, 4500]","[2223, 2245, 3713, 4734, 15198, 25913, 0]",0.47452426264032116,1.49,1
56,"[3414, 3613, 3706, 3804, 4032, 4071, 4500]","[2223, 2245, 3713, 4199, 15198, 25913, 0]",0.4715674452739203,1.5,1
71,"[3414, 3613, 3706, 3804, 4032, 4071, 4500]","[2223, 2245, 3713, 4199, 14023, 25913, 0]",0.4247851175401657,1.71,1
83,"[3414, 3613, 3706, 3804, 4032, 4071, 4500]","[2223, 2245, 3713, 4199, 14023, 18549, 0]",0.3718884949134725,1.98,1
85,"[3414, 3613, 3706, 3804, 4032, 4071, 4500]","[2223, 2245, 3713, 4199, 14023, 18549, 0]",0.3718884949134725,1.98,0
89,"[3414, 3613, 3706, 3804, 4032, 4071, 4500]","[2223, 2245, 3713, 4199, 14023, 18549, 0]",0.3718884949134725,1.98,1
95,"[3414, 3613, 3706, 3804, 4032, 4071, 4500]","[2223, 2245, 3713, 4199, 14023, 16714, 0]",0.29804920156242326,2.42,1
101,"[3414, 3613, 3706, 3804, 4032, 4071, 4222]","[2223, 2245, 3713, 4199, 14023, 16714, 0]",0.4068313650183607,1.8,1
108,"[3414, 3613, 3706, 3804, 4032, 4071, 4222]","[2223, 2245, 3206, 4199, 14023, 16714, 0]",0.3904673809806103,1.88,1
118,"[3414, 3613, 3706, 3804, 4032, 4071, 4222]","[2223, 2245, 3206, 4199, 14023, 16714, 0]",0.3904673809806103,1.88,0
121,"[3414, 3613, 3706, 3804, 4032, 4071, 4222]","[2223, 2245, 3206, 4199, 14023, 16714, 0]",0.3904673809806103,1.88,0
127,"[3414, 3536, 3706, 3804, 4032, 4071, 4222]","[2223, 2245, 3206, 4199, 14023, 16714, 0]",0.39940068691651986,1.84,1
131,"[3414, 3536, 3706, 3804, 4032, 4071, 4222]","[2223, 2245, 3206, 4199, 15381, 16714, 0]",0.4106285375497505,1.78,1
141,"[3414, 3536, 3706, 3804, 4032, 4071, 4222]","[2223, 2245, 3206, 4199, 15381, 16714, 0]",0.4106285375497505,1.78,0
142,"[3414, 3536, 3706, 3804, 4032, 4071, 4222]","[2223, 2245, 3206, 3848, 15381, 16714, 0]",0.3756942167052624,1.96,1
155,"[3414, 3536, 3706, 3804, 4032, 4071, 4222]","[1142, 2245, 3206, 3848, 15381, 16714, 0]",0.27091422858617353,2.61,1
167,"[3414, 3536, 3706, 3804, 4032, 4076, 4222]","[1142, 2245, 3206, 3848, 15381, 16714, 0]",0.27088907583825295,2.61,1
169,"[3414, 3536, 3706, 3778, 4032, 4076, 4222]","[1142, 2245, 3206, 3848, 15381, 16714, 0]",0.2662421562981395,2.65,1
189,"[3414, 3536, 3706, 3778, 4032, 4076, 4222]","[1142, 2245, 3206, 6877, 15381, 16714, 0]",0.4095628332839295,1.79,1
198,"[3133, 3536, 3706, 3778, 4032, 4076, 4222]","[1142, 2245, 3206, 6877, 15381, 16714, 0]",0.40630843761255875,1.8,1
208,"[3133, 3536, 3706, 3778, 4032, 4076, 4222]","[1142, 2245, 3206, 6877, 15381, 16839, 0]",0.40780559975356534,1.79,1
