Iteration,VS,Thickness,Likelihood,Misfit,Acceptance
1,"[3672, 3725, 3781, 3843, 3930, 4072, 4500]","[2075, 2309, 3478, 3653, 10504, 15563, 0]",0.4932133489614709,1.41,1
2,"[3672, 3725, 3781, 3843, 3930, 4072, 4278]","[2075, 2309, 3478, 3653, 10504, 15563, 0]",0.4342287719914802,1.67,1
5,"[3672, 3725, 3781, 3830, 3930, 4072, 4278]","[2075, 2309, 3478, 3653, 10504, 15563, 0]",0.4364172911699751,1.66,1
13,"[3672, 3725, 3781, 3830, 3930, 4153, 4278]","[2075, 2309, 3478, 3653, 10504, 15563, 0]",0.3826326068467542,1.92,1
22,"[3672, 3725, 3781, 3856, 3930, 4153, 4278]","[2075, 2309, 3478, 3653, 10504, 15563, 0]",0.37638250846460886,1.95,1
39,"[3672, 3725, 3781, 3856, 3930, 4153, 4278]","[2075, 2309, 3478, 3653, 10504, 14935, 0]",0.3653470636436828,2.01,1
45,"[3672, 3725, 3781, 3856, 3930, 4153, 4500]","[2075, 2309, 3478, 3653, 10504, 14935, 0]",0.42103716145732917,1.73,1
50,"[3672, 3725, 3781, 3856, 3930, 4153, 4500]","[2075, 2309, 3478, 3653, 10504, 14935, 0]",0.42103716145732917,1.73,0
64,"[3672, 3725, 3781, 3856, 3930, 4153, 4500]","[2075, 2957, 3478, 3653, 10504, 14935, 0]",0.4545958105298902,1.58,1
68,"[3672, 3725, 3781, 3856, 3930, 4250, 4500]","[2075, 2957, 3478, 3653, 10504, 14935, 0]",0.3925461670135048,1.87,1
85,"[3672, 3725, 3781, 3856, 3930, 4250, 4500]","[2075, 2957, 3478, 4317, 10504, 14935, 0]",0.41786379704945675,1.75,1
94,"[3672, 3725, 3781, 3856, 3930, 4250, 4500]","[2075, 2957, 3478, 4317, 10504, 14935, 0]",0.41786379704945675,1.75,1
98,"[3672, 3725, 3781, 3856, 3930, 4250, 4500]","[2075, 2957, 3478, 4317, 10504, 15611, 0]",0.4317728236180819,1.68,1
101,"[3672, 3725, 3781, 3856, 3930, 4250, 4500]","[2075, 2957, 3478, 4317, 10504, 15611, 0]",0.4317728236180819,1.68,0
105,"[3672, 3725, 3781, 3856, 3930, 4250, 4500]","[2075, 2957, 3478, 4317, 10504, 15611, 0]",0.4317728236180819,1.68,0
109,"[3672, 3725, 3781, 3856, 3930, 4250, 4500]","[2075, 2957, 3105, 4317, 10504, 15611, 0]",0.43108953199824424,1.68,1
115,"[3672, 3725, 3781, 3856, 3930, 4250, 4500]","[2075, 2957, 3105, 4317, 10504, 15820, 0]",0.43493651723967963,1.67,1
116,"[2907, 3725, 3781, 3856, 3930, 4250, 4500]","[2075, 2957, 3105, 4317, 10504, 15820, 0]",0.31782083090770336,2.29,1
126,"[2907, 3725, 3781, 3856, 3930, 4250, 4500]","[2075, 2957, 3105, 4317, 10504, 14881, 0]",0.3164823680637955,2.3,1
129,"[2907, 3507, 3781, 3856, 3930, 4250, 4500]","[2075, 2957, 3105, 4317, 10504, 14881, 0]",0.2812968455948538,2.54,1
