Iteration,VS,Thickness,Likelihood,Misfit,Acceptance,VpVs0
1,"[976, 3778, 3841, 3871, 3974, 4029, 4500]","[676, 2294, 3992, 4972, 9397, 13226, 0]",0.4437007842029777,1.63,1,3.47
5,"[976, 3778, 3841, 3871, 3974, 4029, 4500]","[676, 2294, 3992, 4972, 9397, 13226, 0]",0.4437007842029777,1.63,0,3.47
8,"[976, 3778, 3841, 3871, 3974, 4029, 4260]","[676, 2294, 3992, 4972, 9397, 13226, 0]",0.44780677163593974,1.61,1,3.47
18,"[976, 3778, 3841, 3871, 3974, 4029, 4260]","[676, 2294, 3783, 4972, 9397, 13226, 0]",0.4433984944557303,1.63,1,3.47
19,"[976, 3778, 3841, 3871, 3974, 4029, 4260]","[676, 2294, 3783, 4972, 9397, 13226, 0]",0.4429947936807609,1.63,1,3.43
22,"[976, 3778, 3841, 3871, 3974, 4029, 4260]","[676, 2294, 3783, 4972, 9397, 13226, 0]",0.4429947936807609,1.63,0,3.43
43,"[988, 3778, 3841, 3871, 3974, 4029, 4260]","[676, 2294, 3783, 4972, 9397, 13226, 0]",0.43104461248724385,1.68,1,3.31
51,"[988, 3778, 3841, 3871, 3974, 4029, 4260]","[676, 2294, 4315, 4972, 9397, 13226, 0]",0.44068646283606816,1.64,1,3.31
53,"[988, 3778, 3841, 3879, 3974, 4029, 4260]","[676, 2294, 4315, 4972, 9397, 13226, 0]",0.43916128177785463,1.65,1,3.31
58,"[961, 3778, 3841, 3879, 3974, 4029, 4260]","[676, 2294, 4315, 4972, 9397, 13226, 0]",0.4048245805358005,1.81,1,3.08
59,"[961, 3778, 3841, 3879, 3974, 4029, 4260]","[676, 2294, 4315, 4972, 9397, 13226, 0]",0.4048245805358005,1.81,0,3.08
63,"[961, 3778, 3841, 3879, 3974, 4029, 4260]","[676, 2294, 4315, 4972, 9278, 13226, 0]",0.4057162904572076,1.8,1,3.08
66,"[961, 3778, 3841, 3879, 3974, 4029, 4260]","[676, 2294, 4315, 4388, 9278, 13226, 0]",0.3974995932803459,1.85,1,3.08
70,"[961, 3778, 3841, 3879, 3974, 4029, 4260]","[676, 2294, 2659, 4388, 9278, 13226, 0]",0.35139948054345366,2.09,1,3.08
71,"[961, 3778, 3841, 3879, 3974, 4029, 4260]","[676, 2294, 2659, 4388, 11277, 13226, 0]",0.39557361273618535,1.85,1,3.08
78,"[961, 3778, 3841, 3879, 3974, 4029, 4260]","[676, 2294, 2659, 4388, 11277, 13226, 0]",0.39557361273618535,1.85,0,3.08
83,"[961, 3778, 3841, 3879, 3974, 4029, 4260]","[676, 2294, 2659, 4388, 11090, 13226, 0]",0.3939577490595955,1.86,1,3.08
94,"[961, 3778, 3841, 3879, 3974, 4029, 4260]","[676, 2294, 2659, 4388, 11090, 13226, 0]",0.40129386458047533,1.83,1,3.11
95,"[1250, 3778, 3841, 3879, 3974, 4029, 4260]","[676, 2294, 2659, 4388, 11090, 13226, 0]",0.08090156833697403,5.03,1,3.11
97,"[1250, 3778, 3841, 3879, 3974, 4029, 4500]","[676, 2294, 2659, 4388, 11090, 13226, 0]",0.07593996890267166,5.16,1,3.11
99,"[1250, 3778, 3841, 3879, 3974, 4029, 4500]","[676, 2294, 2659, 4388, 11090, 13226, 0]",0.07593996890267166,5.16,0,3.11
102,"[1093, 3778, 3841, 3879, 3974, 4029, 4500]","[676, 2294, 2659, 4388, 11090, 13226, 0]",0.27893416848559605,2.55,1,2.98
113,"[1093, 3778, 3841, 3879, 3974, 4029, 4500]","[676, 2294, 2659, 4388, 11090, 13056, 0]",0.2725870783913119,2.6,1,2.98
114,"[1093, 3778, 3841, 3879, 3909, 4029, 4500]","[676, 2294, 2659, 4388, 11090, 13056, 0]",0.2813505007226782,2.54,1,2.98
116,"[1093, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 2294, 2659, 4388, 11090, 13056, 0]",0.2594322945576524,2.7,1,2.98
119,"[1093, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 2294, 2974, 4388, 11090, 13056, 0]",0.26882144024035576,2.63,1,2.98
127,"[1107, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 2294, 2974, 4388, 11090, 13056, 0]",0.2506672282422745,2.77,1,2.98
128,"[1107, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 2294, 2974, 4388, 11090, 13056, 0]",0.2506672282422745,2.77,1,2.98
141,"[1107, 3778, 3841, 3879, 3909, 4131, 4222]","[676, 2294, 2974, 4388, 11090, 13056, 0]",0.23389946635029343,2.91,1,2.98
150,"[1107, 3778, 3841, 3879, 3909, 4131, 4222]","[676, 2294, 2974, 4388, 11090, 13056, 0]",0.23389946635029343,2.91,0,2.98
154,"[1107, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 2294, 2974, 4388, 11090, 13056, 0]",0.2506672282422745,2.77,1,2.98
159,"[1107, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 2294, 2974, 4388, 11090, 13056, 0]",0.24030797321340705,2.85,1,3.15
165,"[1107, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 2294, 2974, 4388, 11090, 13056, 0]",0.201383541884196,3.21,1,3.48
166,"[1215, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 2294, 2974, 4388, 11090, 13056, 0]",0.06946368409246916,5.33,1,3.48
167,"[1215, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 2294, 2974, 4388, 11090, 13056, 0]",0.09301384762921323,4.75,1,3.13
173,"[1188, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 2294, 2974, 4388, 11090, 13056, 0]",0.1183332669525749,4.27,1,3.13
176,"[1188, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 2294, 2974, 4388, 11090, 12887, 0]",0.11599025828915699,4.31,1,3.13
181,"[1188, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 1888, 2974, 4388, 11090, 12887, 0]",0.1145068364289993,4.33,1,3.13
183,"[1188, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 1888, 2974, 4388, 11090, 13823, 0]",0.13112305852715947,4.06,1,3.13
186,"[1188, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 1888, 2974, 4388, 11090, 13823, 0]",0.11186627207455184,4.38,1,3.29
187,"[1193, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 1888, 2974, 4388, 11090, 13823, 0]",0.0972090808559853,4.66,1,3.46
188,"[1193, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 1888, 2974, 4388, 9732, 13823, 0]",0.07760379104407832,5.11,1,3.46
196,"[1193, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 1888, 2974, 4388, 9732, 13823, 0]",0.08435295103257148,4.95,1,3.35
197,"[1219, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 1888, 2974, 4388, 9732, 13823, 0]",0.07002624997289368,5.32,1,3.28
199,"[791, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 1888, 2974, 4388, 9732, 13823, 0]",0.1181136465440464,4.27,1,3.28
204,"[791, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 1888, 2974, 4388, 9732, 12266, 0]",0.10439334233428971,4.52,1,3.28
205,"[820, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 1888, 2974, 4388, 9732, 12266, 0]",0.13703147232248433,3.98,1,3.15
209,"[820, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 1888, 2974, 4388, 9732, 12266, 0]",0.13703147232248433,3.98,0,3.15
210,"[820, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 1888, 2974, 4388, 9732, 12266, 0]",0.18251805143112243,3.4,1,3.48
211,"[820, 3778, 3841, 3879, 3909, 4131, 4500]","[676, 1888, 2974, 4388, 9732, 12266, 0]",0.18251805143112243,3.4,0,3.48
217,"[820, 3778, 3846, 3879, 3909, 4131, 4500]","[676, 1888, 2974, 4388, 9732, 12266, 0]",0.18281911176463578,3.4,1,3.48
226,"[820, 3778, 3846, 3879, 3909, 4131, 4500]","[676, 1888, 2974, 4388, 9732, 12266, 0]",0.18281911176463578,3.4,0,3.48
228,"[820, 3778, 3846, 3879, 3909, 4131, 4500]","[676, 1888, 2974, 4388, 9732, 12266, 0]",0.1485096591581438,3.81,1,3.21
229,"[820, 3778, 3846, 3879, 3909, 4131, 4356]","[676, 1888, 2974, 4388, 9732, 12266, 0]",0.1493599707660662,3.8,1,3.21
235,"[952, 3778, 3846, 3879, 3909, 4131, 4356]","[676, 1888, 2974, 4388, 9732, 12266, 0]",0.34590470386908706,2.12,1,3.21
241,"[990, 3778, 3846, 3879, 3909, 4131, 4356]","[676, 1888, 2974, 4388, 9732, 12266, 0]",0.3490838263580466,2.1,1,3.36
245,"[990, 3778, 3846, 3879, 3909, 4131, 4356]","[676, 1888, 2974, 5685, 9732, 12266, 0]",0.36953574098965586,1.99,1,3.36
248,"[990, 3778, 3846, 3879, 3909, 4131, 4356]","[676, 1888, 2974, 5685, 9732, 11467, 0]",0.35268490309918205,2.08,1,3.36
251,"[990, 3778, 3846, 3879, 3909, 4077, 4356]","[676, 1888, 2974, 5685, 9732, 11467, 0]",0.35949677927808904,2.05,1,3.36
253,"[990, 3778, 3846, 3879, 3909, 4077, 4356]","[676, 1093, 2974, 5685, 9732, 11467, 0]",0.35821408778306063,2.05,1,3.36
255,"[990, 3778, 3846, 3879, 3909, 4077, 4356]","[676, 1093, 2974, 5685, 9732, 11467, 0]",0.35821408778306063,2.05,0,3.36
258,"[990, 3778, 3846, 3879, 3909, 4077, 4356]","[676, 1093, 2974, 5685, 8534, 11467, 0]",0.35834404025222916,2.05,1,3.36
259,"[910, 3778, 3846, 3879, 3909, 4077, 4356]","[676, 1093, 2974, 5685, 8534, 11467, 0]",0.26898669619045407,2.63,1,3.0
