Iteration,VS,Thickness,Likelihood,Misfit,Acceptance
1,"[3404, 3566, 3648, 3687, 3861, 3953, 4382]","[1042, 1855, 3566, 5681, 8586, 16377, 0]",0.5014722607249532,1.38,1
3,"[3404, 3566, 3648, 3687, 3861, 3953, 4289]","[1042, 1855, 3566, 5681, 8586, 16377, 0]",0.4895808498571473,1.43,1
5,"[3085, 3566, 3648, 3687, 3861, 3953, 4289]","[1042, 1855, 3566, 5681, 8586, 16377, 0]",0.4229126738505344,1.72,1
17,"[3085, 3566, 3648, 3687, 3861, 3953, 4289]","[1042, 1855, 3566, 4936, 8586, 16377, 0]",0.4046596067668445,1.81,1
20,"[3085, 3566, 3648, 3687, 3861, 3953, 4500]","[1042, 1855, 3566, 4936, 8586, 16377, 0]",0.4021687425536914,1.82,1
24,"[3085, 3566, 3648, 3687, 3861, 3925, 4500]","[1042, 1855, 3566, 4936, 8586, 16377, 0]",0.4050832145746504,1.81,1
27,"[3085, 3566, 3648, 3687, 3861, 3925, 4500]","[1042, 1855, 3566, 4936, 8586, 16377, 0]",0.4050832145746504,1.81,0
32,"[3085, 3566, 3648, 3687, 3861, 3925, 4500]","[1042, 1855, 3566, 4936, 8586, 16377, 0]",0.4050832145746504,1.81,1
44,"[3085, 3566, 3648, 3687, 3861, 3925, 4500]","[1042, 1855, 2982, 4936, 8586, 16377, 0]",0.31338820632110137,2.32,1
86,"[3475, 3566, 3648, 3687, 3861, 3925, 4500]","[1042, 1855, 2982, 4936, 8586, 16377, 0]",0.3184282857493154,2.29,1
91,"[3475, 3566, 3648, 3687, 3861, 3925, 4500]","[1042, 1855, 2982, 5600, 8586, 16377, 0]",0.4567951275861315,1.57,1
100,"[3475, 3566, 3648, 3687, 3861, 3925, 4500]","[1042, 1855, 2982, 5600, 8586, 16377, 0]",0.4567951275861315,1.57,1
104,"[3475, 3566, 3648, 3687, 3861, 3925, 4500]","[1042, 1855, 2982, 5600, 8586, 17053, 0]",0.4246215913193317,1.71,1
109,"[3475, 3566, 3648, 3687, 3861, 3925, 4500]","[1042, 1855, 2982, 5600, 9625, 17053, 0]",0.2295136179488265,2.94,1
120,"[3475, 3566, 3648, 3687, 3861, 3925, 4500]","[1042, 1855, 2982, 5600, 10152, 17053, 0]",0.17848026429008143,3.45,1
121,"[3475, 3566, 3648, 3687, 3861, 3925, 4500]","[1042, 1855, 2982, 5600, 8628, 17053, 0]",0.417030974974429,1.75,1
133,"[3475, 3566, 3648, 3687, 3861, 3925, 4500]","[1042, 1855, 2982, 6944, 8628, 17053, 0]",0.23400638048107517,2.9,1
135,"[3475, 3566, 3648, 3687, 3861, 4068, 4500]","[1042, 1855, 2982, 6944, 8628, 17053, 0]",0.33954361033774966,2.16,1
144,"[3475, 3566, 3648, 3687, 3861, 4068, 4500]","[1042, 1952, 2982, 6944, 8628, 17053, 0]",0.327211233807293,2.23,1
149,"[3475, 3566, 3648, 3687, 3861, 4068, 4500]","[1042, 1952, 2982, 6944, 8628, 17053, 0]",0.327211233807293,2.23,0
152,"[3475, 3566, 3648, 3687, 3861, 4049, 4500]","[1042, 1952, 2982, 6944, 8628, 17053, 0]",0.31712578574227557,2.3,1
170,"[3475, 3566, 3648, 3687, 3861, 4049, 4500]","[1042, 1952, 2982, 6944, 8628, 21198, 0]",0.22271692418945854,3.0,1
178,"[3475, 3566, 3648, 3687, 3861, 4049, 4500]","[1042, 1952, 2982, 6944, 8628, 21198, 0]",0.22271692418945854,3.0,0
182,"[3475, 3566, 3648, 3687, 3861, 4049, 4500]","[1042, 1952, 2982, 6944, 8711, 21198, 0]",0.22102964678209913,3.02,1
188,"[3475, 3566, 3648, 3687, 3861, 4049, 4500]","[1042, 1952, 2982, 6944, 8711, 20608, 0]",0.23520804762837588,2.89,1
193,"[3475, 3566, 3648, 3687, 3861, 4049, 4464]","[1042, 1952, 2982, 6944, 8711, 20608, 0]",0.24650606912976053,2.8,1
194,"[3475, 3566, 3648, 3687, 3861, 4049, 4464]","[1042, 1952, 2982, 6944, 8711, 20608, 0]",0.24650606912976053,2.8,0
199,"[3475, 3566, 3648, 3687, 3861, 4255, 4464]","[1042, 1952, 2982, 6944, 8711, 20608, 0]",0.21620437946033969,3.06,1
206,"[3475, 3566, 3648, 3687, 3861, 4255, 4464]","[1042, 1952, 2982, 6944, 8711, 20733, 0]",0.21630369757721823,3.06,1
207,"[3475, 3566, 3648, 3687, 3861, 4255, 4464]","[1042, 1952, 2982, 6537, 8711, 20733, 0]",0.21180658920349538,3.1,1
208,"[3475, 3566, 3648, 3687, 3861, 4255, 4464]","[1042, 1198, 2982, 6537, 8711, 20733, 0]",0.20539852988554894,3.17,1
211,"[3475, 3566, 3648, 3687, 3861, 4255, 4464]","[1042, 1287, 2982, 6537, 8711, 20733, 0]",0.20655042591891903,3.15,1
214,"[3475, 3566, 3648, 3687, 4063, 4255, 4464]","[1042, 1287, 2982, 6537, 8711, 20733, 0]",0.2458720986663471,2.81,1
217,"[3475, 3566, 3648, 3687, 4063, 4255, 4464]","[1042, 1287, 2982, 4714, 8711, 20733, 0]",0.2627743629739981,2.67,1
218,"[3475, 3566, 3648, 3687, 4063, 4255, 4464]","[1042, 1287, 2982, 4714, 11951, 20733, 0]",0.214044365982552,3.08,1
232,"[3286, 3566, 3648, 3687, 4063, 4255, 4464]","[1042, 1287, 2982, 4714, 11951, 20733, 0]",0.20666662514739428,3.15,1
234,"[3286, 3566, 3648, 3687, 4219, 4255, 4464]","[1042, 1287, 2982, 4714, 11951, 20733, 0]",0.17112805345738075,3.53,1
244,"[3286, 3566, 3648, 3687, 4219, 4255, 4464]","[1042, 1287, 2982, 4714, 11951, 20979, 0]",0.17405990491397913,3.5,1
249,"[3286, 3566, 3648, 3687, 4219, 4255, 4500]","[1042, 1287, 2982, 4714, 11951, 20979, 0]",0.16853044263192588,3.56,1
251,"[3286, 3566, 3648, 3687, 4219, 4255, 4500]","[1042, 1287, 2982, 4714, 11951, 20979, 0]",0.16853044263192588,3.56,1
253,"[3286, 3566, 3648, 3687, 4219, 4255, 4500]","[1042, 1690, 2982, 4714, 11951, 20979, 0]",0.14935495046968694,3.8,1
256,"[3286, 3566, 3648, 3687, 4219, 4255, 4500]","[1042, 1690, 2982, 4714, 6893, 20979, 0]",0.1911677360160795,3.31,1
264,"[3286, 3566, 3648, 3687, 4219, 4255, 4500]","[1042, 2736, 2982, 4714, 6893, 20979, 0]",0.2314038967928726,2.93,1
272,"[2400, 3566, 3648, 3687, 4219, 4255, 4500]","[1042, 2736, 2982, 4714, 6893, 20979, 0]",0.07601587724341519,5.15,1
285,"[2419, 3566, 3648, 3687, 4219, 4255, 4500]","[1042, 2736, 2982, 4714, 6893, 20979, 0]",0.08142866576912805,5.02,1
288,"[2419, 3566, 3648, 3735, 4219, 4255, 4500]","[1042, 2736, 2982, 4714, 6893, 20979, 0]",0.0797596792589027,5.06,1
291,"[2419, 3566, 3648, 3735, 4219, 4255, 4500]","[1042, 2736, 2982, 4714, 6893, 20979, 0]",0.0797596792589027,5.06,0
295,"[2419, 3566, 3648, 3735, 4219, 4255, 4500]","[1042, 2736, 2982, 4714, 6893, 19030, 0]",0.08551426220824121,4.92,1
302,"[2419, 3566, 3648, 3735, 4219, 4255, 4500]","[1042, 2532, 2982, 4714, 6893, 19030, 0]",0.07828024914189653,5.09,1
305,"[2419, 3566, 3648, 3735, 4219, 4255, 4500]","[1042, 2532, 2982, 4714, 6893, 19030, 0]",0.07828024914189653,5.09,0
314,"[2419, 3566, 3648, 3735, 4219, 4255, 4500]","[1042, 2532, 2982, 4714, 6893, 19713, 0]",0.08303549884496106,4.98,1
315,"[2419, 3566, 3648, 3735, 4219, 4255, 4500]","[1042, 2532, 2982, 4714, 4909, 19713, 0]",0.06588853813570403,5.44,1
322,"[2419, 3566, 3648, 3735, 4219, 4255, 4500]","[1042, 2532, 3124, 4714, 4909, 19713, 0]",0.06930582842108998,5.34,1
324,"[2419, 3566, 3648, 3735, 4219, 4255, 4500]","[1042, 2532, 3124, 4714, 4909, 19713, 0]",0.06930582842108998,5.34,0
331,"[2419, 3607, 3648, 3735, 4219, 4255, 4500]","[1042, 2532, 3124, 4714, 4909, 19713, 0]",0.07281221558756037,5.24,1
332,"[2419, 3607, 3648, 3735, 4219, 4255, 4500]","[1042, 2265, 3124, 4714, 4909, 19713, 0]",0.06605616695083533,5.43,1
333,"[2419, 3607, 3648, 3735, 4219, 4255, 4500]","[1042, 2265, 3124, 4714, 4909, 19713, 0]",0.06605616695083533,5.43,0
353,"[2419, 3525, 3648, 3735, 4219, 4255, 4500]","[1042, 2265, 3124, 4714, 4909, 19713, 0]",0.057584318413134675,5.71,1
360,"[2419, 3525, 3648, 3735, 4219, 4255, 4500]","[1042, 2265, 3124, 4714, 4909, 19380, 0]",0.05777492150404454,5.7,1
364,"[2419, 3525, 3648, 3735, 4219, 4255, 4500]","[1042, 2265, 3124, 4714, 4909, 18873, 0]",0.0564394614146965,5.75,1
371,"[2400, 3525, 3648, 3735, 4219, 4255, 4500]","[1042, 2265, 3124, 4714, 4909, 18873, 0]",0.05367694599766525,5.85,1
377,"[2400, 3525, 3648, 3735, 4219, 4255, 4500]","[1042, 2265, 3124, 4714, 4909, 15848, 0]",0.04308279001597361,6.29,1
379,"[2400, 3525, 3648, 3735, 4219, 4255, 4500]","[1042, 2265, 3124, 4714, 4909, 15848, 0]",0.04308279001597361,6.29,1
385,"[2867, 3525, 3648, 3735, 4219, 4255, 4500]","[1042, 2265, 3124, 4714, 4909, 15848, 0]",0.10488251281239236,4.51,1
389,"[2867, 3360, 3648, 3735, 4219, 4255, 4500]","[1042, 2265, 3124, 4714, 4909, 15848, 0]",0.08047296794869851,5.04,1
394,"[2867, 3360, 3703, 3735, 4219, 4255, 4500]","[1042, 2265, 3124, 4714, 4909, 15848, 0]",0.07816625844168758,5.1,1
398,"[2867, 3360, 3703, 3735, 4219, 4255, 4500]","[1042, 2265, 3124, 4714, 4909, 21085, 0]",0.1078090051914453,4.45,1
