Depth_km,Vs_km_s
0.0,3.5
0.10018214936247723,3.5
0.20036429872495445,3.5
0.3005464480874317,3.5
0.4007285974499089,3.5
0.5009107468123861,3.5
0.6010928961748634,3.5
0.7012750455373405,3.5
0.8014571948998178,3.5000026766124925
0.9016393442622951,3.5000913138448935
1.0018214936247722,3.501173813005799
1.1020036429872495,3.5061018791513323
1.2021857923497268,3.5151605710868683
1.302367941712204,3.524839428913132
1.402550091074681,3.533898120848668
1.5027322404371584,3.5388288636066934
1.6029143897996356,3.54
1.703096539162113,3.541168459780815
1.8032786885245902,3.546010565306439
1.9034608378870672,3.553989434693561
2.0036429872495445,3.5588315402191855
2.1038251366120218,3.5600026766124926
2.204007285974499,3.561259773625708
2.3041894353369763,3.5671843783122386
2.4043715846994536,3.580093990457385
2.504553734061931,3.5940807485384543
2.604735883424408,3.6059192514615463
2.704918032786885,3.619906009542615
2.805100182149362,3.6328156216877616
2.9052823315118395,3.6387375497618004
3.0054644808743167,3.6399060095426155
3.105646630236794,3.639997323387508
3.2058287795992713,3.6400000000000006
3.3060109289617485,3.6400000000000006
3.406193078324226,3.6400000000000006
3.506375227686703,3.6400000000000006
3.6065573770491803,3.6400000000000006
3.7067395264116576,3.6400000000000006
3.8069216757741344,3.6400000000000006
3.9071038251366117,3.6400026766124927
4.007285974499089,3.640091313844893
4.107468123861566,3.6411711363933073
4.2076502732240435,3.6460105653064394
4.307832422586521,3.653986758081069
4.408014571948998,3.6587375497618004
4.508196721311475,3.6587375497618004
4.608378870673953,3.653986758081069
4.70856102003643,3.646013241918932
4.808743169398907,3.6412624502382007
4.908925318761384,3.6412624502382007
5.009107468123862,3.646013241918932
5.109289617486339,3.6539894346935613
5.209471766848816,3.6588288636066935
5.3096539162112935,3.6599086861551076
5.40983606557377,3.6599973233875085
5.510018214936247,3.6600000000000006
5.610200364298724,3.6600000000000006
5.710382513661202,3.6600000000000006
5.810564663023679,3.6600000000000006
5.910746812386156,3.6600026766124927
6.0109289617486334,3.6600913138448936
6.111111111111111,3.6611711363933077
6.211293260473588,3.6660132419189315
6.311475409836065,3.674083425150946
6.4116575591985425,3.6800939904573857
6.51183970856102,3.6871843783122387
6.612021857923497,3.701259773625708
6.712204007285974,3.72
6.812386156648452,3.7387402263742926
6.912568306010929,3.7528156216877617
7.012750455373406,3.7599060095426147
7.112932604735883,3.765916574849054
7.213114754098361,3.7739894346935614
7.313296903460838,3.778920177451586
7.413479052823315,3.7810798225484143
7.513661202185792,3.786007888693947
7.613843351548269,3.793989434693561
7.714025500910746,3.7988315402191857
7.814207650273223,3.8
7.914389799635701,3.8011657831683223
8.014571948998178,3.805919251461546
8.114754098360656,3.8128182983002543
8.214936247723132,3.8128209749127464
8.31511839708561,3.8060105653064396
8.415300546448087,3.8023369195616294
8.515482695810565,3.8060105653064396
8.615664845173042,3.812823651525239
8.715846994535518,3.8129096121451473
8.816029143897996,3.8070903878548537
8.916211293260472,3.8071790250872537
9.01639344262295,3.814080748538454
9.116575591985427,3.8188315402191857
9.216757741347905,3.8199086861551077
9.316939890710382,3.8199973233875077
9.41712204007286,3.8200000000000003
9.517304189435336,3.8200000000000003
9.617486338797814,3.8200000000000003
9.71766848816029,3.8200000000000003
9.817850637522769,3.8200000000000003
9.918032786885245,3.8200000000000003
10.018214936247723,3.8200000000000003
10.1183970856102,3.8200000000000003
10.218579234972678,3.8200000000000003
10.318761384335154,3.8200000000000003
10.418943533697632,3.820002676612493
10.519125683060109,3.8200913138448933
10.619307832422587,3.8211711363933074
10.719489981785063,3.826010565306439
10.81967213114754,3.833989434693561
10.919854280510018,3.8388315402191853
11.020036429872494,3.84
11.120218579234972,3.8411684597808144
11.220400728597449,3.846010565306439
11.320582877959927,3.8539894346935615
11.420765027322403,3.8588315402191857
11.520947176684881,3.8600000000000008
11.621129326047358,3.8611684597808154
11.721311475409836,3.8660132419189317
11.821493624772312,3.8740807485384545
11.92167577413479,3.8800000000000003
12.021857923497267,3.8859219280740387
12.122040072859745,3.8940780719259616
12.222222222222221,3.9000000000000004
12.3224043715847,3.9059192514615466
12.422586520947176,3.913986758081069
12.522768670309654,3.9188288636066932
12.62295081967213,3.9199086861551073
12.723132969034609,3.92
12.823315118397085,3.9200913138448934
12.923497267759561,3.9211711363933075
13.02367941712204,3.9260105653064397
13.123861566484516,3.9339894346935615
13.224043715846994,3.9388315402191862
13.32422586520947,3.9400000000000004
13.424408014571949,3.9411684597808154
13.524590163934425,3.9460105653064397
13.624772313296903,3.953989434693561
13.72495446265938,3.958831540219185
13.825136612021858,3.96
13.925318761384334,3.961168459780815
14.025500910746812,3.966010565306439
14.125683060109289,3.973989434693561
14.225865209471767,3.9788315402191854
14.326047358834243,3.9800000000000004
14.426229508196721,3.9811684597808155
14.526411657559198,3.9860105653064393
14.626593806921676,3.993989434693561
14.726775956284152,3.9988288636066933
14.82695810564663,3.9999086861551074
14.927140255009107,3.999997323387508
15.027322404371583,4.0
15.127504553734061,4.0
15.227686703096538,4.0
15.327868852459016,4.0
15.428051001821492,4.0
15.52823315118397,4.0
15.628415300546447,4.0
15.728597449908925,4.0
15.828779599271401,4.0
15.92896174863388,4.0
16.029143897996356,4.0
16.129326047358834,4.0
16.229508196721312,4.0
16.329690346083787,4.0
16.429872495446265,4.0
16.530054644808743,4.0
16.63023679417122,4.0
16.730418943533696,4.0
16.830601092896174,4.0
16.930783242258652,4.0
17.03096539162113,4.0000026766124925
17.131147540983605,4.000091313844893
17.231329690346083,4.001171136393307
17.33151183970856,4.006010565306439
17.431693989071036,4.013989434693562
17.531876138433514,4.018828863606694
17.632058287795992,4.019908686155108
17.73224043715847,4.019997323387509
17.832422586520945,4.020000000000001
17.932604735883423,4.020000000000001
18.0327868852459,4.020000000000001
18.13296903460838,4.020000000000001
18.233151183970854,4.020000000000001
18.333333333333332,4.020000000000001
18.43351548269581,4.020000000000001
18.53369763205829,4.020000000000001
18.633879781420763,4.020002676612493
18.73406193078324,4.020091313844894
18.83424408014572,4.021171136393308
18.934426229508198,4.026010565306439
19.034608378870672,4.033989434693561
19.13479052823315,4.038828863606693
19.23497267759563,4.0399086861551075
19.335154826958103,4.0399973233875075
19.43533697632058,4.04
19.53551912568306,4.040002676612493
19.635701275045538,4.040091313844893
19.735883424408012,4.041171136393307
19.83606557377049,4.046010565306439
19.93624772313297,4.053989434693562
20.036429872495447,4.058828863606694
20.13661202185792,4.059908686155108
20.2367941712204,4.059997323387508
20.336976320582878,4.0600000000000005
20.437158469945356,4.060002676612493
20.53734061930783,4.060091313844894
20.63752276867031,4.061171136393308
20.737704918032787,4.06601056530644
20.837887067395265,4.073989434693561
20.93806921675774,4.078828863606693
21.038251366120218,4.0799086861551075
21.138433515482696,4.0799973233875075
21.238615664845174,4.08
21.33879781420765,4.08
21.438979963570127,4.08
21.539162112932605,4.08
21.63934426229508,4.08
21.739526411657558,4.080002676612493
21.839708561020036,4.0800913138448935
21.939890710382514,4.081171136393308
22.04007285974499,4.08601056530644
22.140255009107467,4.093989434693562
22.240437158469945,4.098828863606693
22.340619307832423,4.099908686155107
22.440801457194897,4.099997323387508
22.540983606557376,4.1
22.641165755919854,4.1
22.741347905282332,4.1
22.841530054644807,4.100002676612492
22.941712204007285,4.100091313844893
23.041894353369763,4.101171136393307
23.14207650273224,4.106010565306439
23.242258652094716,4.113989434693561
23.342440801457194,4.1188288636066925
23.442622950819672,4.1199086861551075
23.542805100182147,4.1199973233875085
23.642987249544625,4.120000000000001
23.743169398907103,4.120000000000001
23.84335154826958,4.120000000000001
23.943533697632056,4.120000000000001
24.043715846994534,4.120000000000001
24.143897996357012,4.120000000000001
24.24408014571949,4.120000000000001
24.344262295081965,4.120000000000001
24.444444444444443,4.120000000000001
24.54462659380692,4.120000000000001
24.6448087431694,4.120000000000001
24.744990892531874,4.120000000000001
24.845173041894352,4.120000000000001
24.94535519125683,4.120000000000001
25.04553734061931,4.120000000000001
25.145719489981783,4.120000000000001
25.24590163934426,4.120000000000001
25.34608378870674,4.120000000000001
25.446265938069217,4.120000000000001
25.546448087431692,4.120000000000001
25.64663023679417,4.120000000000001
25.74681238615665,4.120000000000001
25.846994535519123,4.120000000000001
25.9471766848816,4.120000000000001
26.04735883424408,4.120002676612493
26.147540983606557,4.120091313844894
26.247723132969032,4.121171136393308
26.34790528233151,4.12601056530644
26.44808743169399,4.133989434693562
26.548269581056466,4.138828863606694
26.64845173041894,4.139908686155108
26.74863387978142,4.139997323387508
26.848816029143897,4.140000000000001
26.948998178506375,4.140000000000001
27.04918032786885,4.140000000000001
