Iteration,VS,Thickness,Likelihood,Misfit,Acceptance,VpVs0
1,"[1039, 3435, 3530, 3742, 3855, 3892, 4405]","[662, 1724, 2489, 4255, 5699, 13091, 0]",0.2905883234353256,2.47,1,3.21
5,"[1039, 3435, 3530, 3795, 3855, 3892, 4405]","[662, 1724, 2489, 4255, 5699, 13091, 0]",0.2828602893750742,2.53,1,3.21
8,"[1039, 3435, 3530, 3795, 3855, 3892, 4405]","[662, 1724, 2489, 4255, 5699, 15138, 0]",0.239644168486358,2.86,1,3.21
12,"[1039, 3435, 3530, 3795, 3855, 3892, 4405]","[662, 1724, 2489, 4852, 5699, 15138, 0]",0.22144875328302363,3.02,1,3.21
13,"[1075, 3435, 3530, 3795, 3855, 3892, 4405]","[662, 1724, 2489, 4852, 5699, 15138, 0]",0.1985071889360732,3.23,1,2.77
14,"[1075, 3435, 3530, 3795, 3855, 3892, 4500]","[662, 1724, 2489, 4852, 5699, 15138, 0]",0.19169065611620512,3.3,1,2.77
27,"[1075, 3435, 3530, 3795, 3855, 3892, 4500]","[662, 1724, 2489, 4852, 5699, 15138, 0]",0.19169065611620512,3.3,1,2.77
31,"[1143, 3435, 3530, 3795, 3855, 3892, 4500]","[662, 1724, 2489, 4852, 5699, 15138, 0]",0.19468312665114934,3.27,1,2.89
33,"[1143, 3435, 3530, 3795, 3855, 3892, 4500]","[662, 1724, 1869, 4852, 5699, 15138, 0]",0.21374004934660523,3.09,1,2.89
35,"[1225, 3435, 3530, 3795, 3855, 3892, 4500]","[662, 1724, 1869, 4852, 5699, 15138, 0]",0.18521899815197518,3.37,1,2.89
37,"[1225, 3435, 3530, 3795, 3855, 3892, 4500]","[662, 1724, 1869, 4852, 5699, 15138, 0]",0.18521899815197518,3.37,0,2.89
40,"[1225, 3435, 3530, 3795, 3855, 4254, 4500]","[662, 1724, 1869, 4852, 5699, 15138, 0]",0.18154712099933487,3.41,1,2.89
43,"[1225, 3435, 3530, 3795, 3855, 4254, 4500]","[662, 1724, 1869, 4852, 5699, 15138, 0]",0.18154712099933487,3.41,1,2.89
50,"[1225, 3435, 3530, 3795, 3855, 4254, 4500]","[662, 1724, 2400, 4852, 5699, 15138, 0]",0.18256416151587085,3.4,1,2.89
52,"[1225, 3435, 3530, 3803, 3855, 4254, 4500]","[662, 1724, 2400, 4852, 5699, 15138, 0]",0.18163646931792463,3.41,1,2.89
56,"[1225, 3435, 3530, 3574, 3855, 4254, 4500]","[662, 1724, 2400, 4852, 5699, 15138, 0]",0.17767257525634036,3.46,1,2.89
62,"[1225, 3435, 3530, 3574, 3855, 4254, 4500]","[662, 1724, 2400, 5499, 5699, 15138, 0]",0.1597553067027138,3.67,1,2.89
66,"[1225, 3435, 3530, 3574, 3855, 4254, 4500]","[662, 1724, 2400, 4123, 5699, 15138, 0]",0.18385006978096327,3.39,1,2.89
69,"[1225, 3435, 3530, 3574, 3855, 4254, 4500]","[662, 1724, 2400, 4123, 5699, 9245, 0]",0.1610728600764366,3.65,1,2.89
72,"[1225, 3435, 3530, 3574, 3855, 4254, 4500]","[662, 1724, 2400, 5684, 5699, 9245, 0]",0.16990281709173927,3.55,1,2.89
75,"[1144, 3435, 3530, 3574, 3855, 4254, 4500]","[662, 1724, 2400, 5684, 5699, 9245, 0]",0.21986788154930612,3.03,1,2.96
76,"[1144, 3435, 3530, 3574, 3855, 4262, 4500]","[662, 1724, 2400, 5684, 5699, 9245, 0]",0.21829733651222294,3.04,1,2.96
79,"[1144, 3435, 3530, 3574, 3855, 4262, 4396]","[662, 1724, 2400, 5684, 5699, 9245, 0]",0.20985490688183572,3.12,1,2.96
91,"[1144, 3435, 3530, 3574, 3855, 4262, 4396]","[662, 1724, 2400, 5684, 6866, 9245, 0]",0.207955629288155,3.14,1,2.96
93,"[1144, 3435, 3530, 3574, 3855, 4262, 4396]","[662, 1724, 2400, 5684, 6866, 11010, 0]",0.20088792666836952,3.21,1,2.96
94,"[1144, 3435, 3530, 3574, 3855, 4262, 4396]","[662, 1724, 2400, 5684, 6866, 11010, 0]",0.20142729328047299,3.2,1,2.97
99,"[1144, 3435, 3530, 3574, 3855, 4262, 4396]","[662, 1724, 2400, 5684, 6866, 14958, 0]",0.18191863569913988,3.41,1,2.97
100,"[1144, 2759, 3530, 3574, 3855, 4262, 4396]","[662, 1724, 2400, 5684, 6866, 14958, 0]",0.09479614399242756,4.71,1,2.97
104,"[1144, 2759, 3530, 3574, 3855, 4262, 4396]","[662, 1724, 2400, 5684, 6866, 14958, 0]",0.09479614399242756,4.71,0,2.97
105,"[1144, 2759, 3530, 3574, 3855, 4262, 4396]","[662, 1724, 2400, 5684, 6866, 14958, 0]",0.09479614399242756,4.71,0,2.97
108,"[1037, 2759, 3530, 3574, 3855, 4262, 4396]","[662, 1724, 2400, 5684, 6866, 14958, 0]",0.09168285079626236,4.78,1,2.97
109,"[1037, 2759, 3530, 3574, 3855, 4262, 4500]","[662, 1724, 2400, 5684, 6866, 14958, 0]",0.09005463351781988,4.81,1,2.97
111,"[1037, 2759, 3530, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 5684, 6866, 14958, 0]",0.08851098305948113,4.85,1,2.97
113,"[1037, 2759, 3530, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 5684, 6866, 14958, 0]",0.08851098305948113,4.85,0,2.97
114,"[1037, 2400, 3530, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 5684, 6866, 14958, 0]",0.03719399042856214,6.58,1,2.97
116,"[1037, 2400, 3530, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 4715, 6866, 14958, 0]",0.0391590803409504,6.48,1,2.97
119,"[1037, 2400, 3530, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6866, 14958, 0]",0.044814155418491854,6.21,1,2.97
120,"[905, 2400, 3530, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6866, 14958, 0]",0.02786583830574928,7.16,1,3.03
125,"[791, 2400, 3530, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6866, 14958, 0]",0.007229519464506381,9.86,1,2.89
127,"[791, 2400, 3530, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6866, 14958, 0]",0.007229519464506381,9.86,0,2.89
129,"[791, 2400, 3530, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6866, 16918, 0]",0.006324725987462251,10.13,1,2.89
130,"[791, 2400, 3530, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6866, 16918, 0]",0.006603537724253353,10.04,1,2.92
132,"[791, 2400, 3530, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6866, 16918, 0]",0.004780554161989235,10.69,1,2.7
136,"[1017, 2400, 3530, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6866, 16918, 0]",0.03049207282454832,6.98,1,2.7
141,"[1017, 2400, 3530, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6866, 15284, 0]",0.0341423795570204,6.75,1,2.7
142,"[1017, 2400, 3262, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6866, 15284, 0]",0.027449708325070463,7.19,1,2.7
143,"[1017, 2400, 3262, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6866, 15284, 0]",0.02107684977344164,7.72,1,2.52
156,"[1017, 2400, 3262, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6565, 15284, 0]",0.02125712590668667,7.7,1,2.52
157,"[1017, 2400, 3262, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6565, 18068, 0]",0.016776337830852316,8.18,1,2.52
158,"[1017, 2400, 3262, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6565, 18068, 0]",0.01789538578194653,8.05,1,2.56
161,"[1017, 2400, 3262, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6565, 18068, 0]",0.01789538578194653,8.05,0,2.56
167,"[1017, 2670, 3262, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6565, 18068, 0]",0.038617270184819565,6.51,1,2.56
171,"[1250, 2670, 3262, 3574, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6565, 18068, 0]",0.05416847785615737,5.83,1,2.56
176,"[1250, 2670, 3262, 3644, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6565, 18068, 0]",0.05463973268484636,5.81,1,2.56
178,"[1250, 2670, 3262, 3644, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6585, 18068, 0]",0.0543121388934722,5.83,1,2.56
184,"[1250, 2670, 3262, 3644, 3855, 4262, 4500]","[662, 1724, 2563, 3155, 6585, 18068, 0]",0.0566800206103681,5.74,1,2.61
188,"[1250, 2670, 3262, 3644, 3855, 4262, 4500]","[662, 1724, 2933, 3155, 6585, 18068, 0]",0.053676694052369384,5.85,1,2.61
189,"[1250, 2670, 3262, 3644, 3855, 4262, 4500]","[662, 1724, 2933, 3155, 6585, 18068, 0]",0.053676694052369384,5.85,0,2.61
197,"[1250, 2670, 3262, 3644, 3855, 4262, 4500]","[662, 1724, 2933, 3155, 6345, 18068, 0]",0.054230600052152335,5.83,1,2.61
199,"[1250, 2670, 3262, 3644, 3855, 4112, 4500]","[662, 1724, 2933, 3155, 6345, 18068, 0]",0.059825999864922284,5.63,1,2.61
202,"[1250, 2670, 3262, 3644, 3855, 4112, 4315]","[662, 1724, 2933, 3155, 6345, 18068, 0]",0.06107706725863766,5.59,1,2.61
209,"[1187, 2670, 3262, 3644, 3855, 4112, 4315]","[662, 1724, 2933, 3155, 6345, 18068, 0]",0.0824779244210983,4.99,1,2.99
214,"[1250, 2670, 3262, 3644, 3855, 4112, 4315]","[662, 1724, 2933, 3155, 6345, 18068, 0]",0.07449249966729186,5.19,1,2.99
217,"[1250, 2670, 3351, 3644, 3855, 4112, 4315]","[662, 1724, 2933, 3155, 6345, 18068, 0]",0.0775900145579181,5.11,1,2.99
218,"[1212, 2670, 3351, 3644, 3855, 4112, 4315]","[662, 1724, 2933, 3155, 6345, 18068, 0]",0.08669866632583743,4.89,1,3.14
220,"[1212, 2670, 3406, 3644, 3855, 4112, 4315]","[662, 1724, 2933, 3155, 6345, 18068, 0]",0.08726507519605016,4.88,1,3.14
222,"[1212, 2670, 3406, 3644, 3855, 4112, 4315]","[662, 1724, 2933, 4451, 6345, 18068, 0]",0.08133556110290525,5.02,1,3.14
232,"[1229, 2670, 3406, 3644, 3855, 4112, 4315]","[662, 1724, 2933, 4451, 6345, 18068, 0]",0.07927700831205332,5.07,1,3.12
235,"[1181, 2670, 3406, 3644, 3855, 4112, 4315]","[662, 1724, 2933, 4451, 6345, 18068, 0]",0.08145179737176018,5.02,1,3.0
236,"[1181, 2670, 3406, 3644, 3855, 4112, 4315]","[662, 1724, 2933, 4451, 6345, 18068, 0]",0.08592269918259614,4.91,1,3.15
237,"[1181, 2670, 3406, 3644, 3855, 4112, 4315]","[662, 1724, 2504, 4451, 6345, 18068, 0]",0.09116504875012554,4.79,1,3.15
240,"[1181, 2670, 3406, 3644, 3855, 4112, 4315]","[662, 1724, 2504, 4451, 6345, 14054, 0]",0.10850773044090188,4.44,1,3.15
241,"[1181, 2670, 3406, 3644, 3855, 4112, 4315]","[662, 1724, 2504, 4451, 6345, 14054, 0]",0.10132917723195023,4.58,1,2.97
243,"[1181, 2670, 3406, 3644, 3855, 4112, 4315]","[662, 1724, 2504, 4451, 6345, 14054, 0]",0.10132917723195023,4.58,0,2.97
244,"[1142, 2670, 3406, 3644, 3855, 4112, 4315]","[662, 1724, 2504, 4451, 6345, 14054, 0]",0.1163055089161717,4.3,1,3.24
245,"[1142, 2670, 2971, 3644, 3855, 4112, 4315]","[662, 1724, 2504, 4451, 6345, 14054, 0]",0.09160342068303393,4.78,1,3.24
255,"[1142, 2670, 2971, 3644, 3855, 4112, 4315]","[662, 1724, 2504, 4451, 7576, 14054, 0]",0.0833469713366887,4.97,1,3.24
261,"[1142, 2670, 2971, 3644, 3855, 4112, 4315]","[662, 1724, 2504, 4451, 7576, 14054, 0]",0.08930202149091375,4.83,1,3.49
263,"[1142, 2670, 2971, 3644, 3855, 4112, 4315]","[662, 1724, 2504, 4451, 7576, 14520, 0]",0.08761396223821685,4.87,1,3.49
264,"[1142, 2670, 2971, 3644, 3855, 4112, 4436]","[662, 1724, 2504, 4451, 7576, 14520, 0]",0.08472702837416152,4.94,1,3.49
265,"[1142, 2670, 2971, 3644, 3855, 4112, 4436]","[662, 1724, 2504, 4451, 7576, 10923, 0]",0.1239881156154249,4.18,1,3.49
268,"[1142, 2670, 2971, 3644, 3855, 4112, 4436]","[662, 1724, 2504, 4451, 8581, 10923, 0]",0.11795584876791013,4.27,1,3.49
269,"[1142, 2670, 2971, 3644, 3855, 4112, 4436]","[662, 1724, 2504, 4451, 8581, 10923, 0]",0.10730897168637782,4.46,1,3.15
273,"[1142, 2670, 2971, 3644, 3855, 4112, 4436]","[662, 1724, 2504, 5499, 8581, 10923, 0]",0.08862745987649583,4.85,1,3.15
275,"[1142, 2670, 2971, 3644, 3855, 4112, 4436]","[662, 1724, 2504, 5499, 6559, 10923, 0]",0.11288477062266462,4.36,1,3.15
277,"[1142, 2670, 2971, 3644, 4078, 4112, 4436]","[662, 1724, 2504, 5499, 6559, 10923, 0]",0.09539470102082584,4.7,1,3.15
278,"[1142, 2670, 2971, 3644, 4078, 4112, 4436]","[662, 1724, 2504, 5499, 6559, 10923, 0]",0.10138673620156527,4.58,1,3.29
281,"[1142, 2670, 2971, 3644, 4078, 4112, 4436]","[662, 1724, 2504, 6211, 6559, 10923, 0]",0.09440460980859167,4.72,1,3.29
283,"[1076, 2670, 2971, 3644, 4078, 4112, 4436]","[662, 1724, 2504, 6211, 6559, 10923, 0]",0.09702844873387585,4.67,1,3.29
285,"[1076, 2400, 2971, 3644, 4078, 4112, 4436]","[662, 1724, 2504, 6211, 6559, 10923, 0]",0.040009831718264714,6.44,1,3.29
288,"[1076, 2400, 2971, 3644, 4078, 4112, 4436]","[662, 1724, 2504, 6211, 6559, 8898, 0]",0.04430828848261163,6.23,1,3.29
301,"[1076, 2400, 2971, 3644, 4078, 4112, 4436]","[662, 1724, 2504, 6211, 6559, 9223, 0]",0.045227321300525605,6.19,1,3.29
305,"[1076, 2400, 2971, 3644, 4078, 4112, 4436]","[662, 1724, 2504, 6211, 6559, 9223, 0]",0.045227321300525605,6.19,0,3.29
306,"[1076, 2400, 2971, 3674, 4078, 4112, 4436]","[662, 1724, 2504, 6211, 6559, 9223, 0]",0.04455470636900938,6.22,1,3.29
310,"[1076, 2400, 2971, 3674, 4078, 4112, 4436]","[662, 1724, 2504, 6211, 6559, 9223, 0]",0.04639234418702555,6.14,1,3.4
313,"[1076, 2400, 2866, 3674, 4078, 4112, 4436]","[662, 1724, 2504, 6211, 6559, 9223, 0]",0.041424373141101686,6.37,1,3.4
314,"[1076, 2400, 2866, 3674, 4078, 4112, 4436]","[662, 1724, 2504, 6211, 6559, 9223, 0]",0.03760163255624142,6.56,1,3.2
315,"[1076, 2400, 2866, 3674, 4078, 4112, 4436]","[662, 1724, 2504, 6211, 6559, 9223, 0]",0.03760163255624142,6.56,1,3.2
319,"[1076, 2400, 2866, 3674, 4078, 4112, 4500]","[662, 1724, 2504, 6211, 6559, 9223, 0]",0.0394267175577158,6.47,1,3.2
320,"[1076, 2400, 2866, 3674, 4078, 4112, 4500]","[662, 1724, 2504, 6211, 6559, 9223, 0]",0.03612519487811919,6.64,1,3.09
321,"[1076, 2400, 2866, 3674, 4078, 4112, 4276]","[662, 1724, 2504, 6211, 6559, 9223, 0]",0.028319781690470076,7.13,1,3.09
323,"[1076, 2400, 2866, 3674, 4078, 4112, 4276]","[662, 1724, 2504, 6211, 6825, 9223, 0]",0.028517113621608872,7.11,1,3.09
331,"[1063, 2400, 2866, 3674, 4078, 4112, 4276]","[662, 1724, 2504, 6211, 6825, 9223, 0]",0.031163815345173075,6.94,1,3.22
332,"[1063, 2400, 2866, 3674, 4078, 4112, 4276]","[662, 1724, 2504, 5071, 6825, 9223, 0]",0.029885050613526257,7.02,1,3.22
334,"[1063, 2400, 2866, 3674, 4078, 4112, 4276]","[662, 1724, 2504, 5071, 6825, 8656, 0]",0.029002306298298305,7.08,1,3.22
336,"[1063, 2400, 2866, 3674, 4078, 4112, 4276]","[662, 1724, 2504, 5071, 6825, 8656, 0]",0.030961674469438025,6.95,1,3.35
339,"[1061, 2400, 2866, 3674, 4078, 4112, 4276]","[662, 1724, 2504, 5071, 6825, 8656, 0]",0.025859668951976295,7.31,1,3.1
340,"[905, 2400, 2866, 3674, 4078, 4112, 4276]","[662, 1724, 2504, 5071, 6825, 8656, 0]",0.01831422766993778,8.0,1,3.25
341,"[905, 2400, 2866, 3674, 4078, 4114, 4276]","[662, 1724, 2504, 5071, 6825, 8656, 0]",0.01808970031811455,8.02,1,3.25
342,"[905, 2400, 2866, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 5071, 6825, 8656, 0]",0.019405833692345414,7.88,1,3.25
344,"[905, 2400, 2866, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 5071, 6825, 8656, 0]",0.019405833692345414,7.88,1,3.25
345,"[905, 2798, 2866, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 5071, 6825, 8656, 0]",0.0670968556064046,5.4,1,3.25
348,"[905, 2798, 2866, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 5071, 6825, 8656, 0]",0.0670968556064046,5.4,1,3.25
367,"[967, 2798, 2866, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 5071, 6825, 8656, 0]",0.09243684193555353,4.76,1,3.19
372,"[967, 2798, 2866, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 5071, 5862, 8656, 0]",0.09088517209541369,4.8,1,3.19
373,"[1045, 2798, 2866, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 5071, 5862, 8656, 0]",0.10906134150416459,4.43,1,3.18
375,"[1250, 2798, 2866, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 5071, 5862, 8656, 0]",0.07687447829995132,5.13,1,3.18
376,"[1250, 2798, 2866, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 5071, 5862, 8656, 0]",0.07687447829995132,5.13,0,3.18
377,"[1166, 2798, 2866, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 5071, 5862, 8656, 0]",0.09302566156294105,4.75,1,2.99
380,"[1166, 2798, 3039, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 5071, 5862, 8656, 0]",0.11291834081380393,4.36,1,2.99
382,"[1166, 2798, 3039, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 5071, 5862, 8656, 0]",0.11864102338592245,4.26,1,3.14
383,"[1166, 2798, 3039, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 5071, 5862, 8656, 0]",0.12420745917556447,4.17,1,3.3
385,"[1166, 2798, 3039, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 5071, 5862, 8656, 0]",0.12420745917556447,4.17,0,3.3
386,"[1166, 2785, 3039, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 5071, 5862, 8656, 0]",0.12122547377106742,4.22,1,3.3
389,"[1166, 2785, 3039, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 5071, 5862, 8656, 0]",0.12704079074231708,4.13,1,3.47
390,"[1166, 2785, 3039, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 5071, 5862, 8436, 0]",0.12578634135183026,4.15,1,3.47
392,"[987, 2785, 3039, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 5071, 5862, 8436, 0]",0.1328792658637716,4.04,1,3.47
393,"[987, 2785, 3039, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 4433, 5862, 8436, 0]",0.1352861126032486,4.0,1,3.47
398,"[987, 2785, 3039, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 4433, 5862, 8436, 0]",0.1352861126032486,4.0,0,3.47
400,"[987, 2785, 3039, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 4433, 5862, 8436, 0]",0.1352861126032486,4.0,0,3.47
402,"[987, 2785, 3039, 3586, 4078, 4114, 4276]","[662, 1724, 2504, 4433, 5309, 8436, 0]",0.13185048127516097,4.05,1,3.47
408,"[987, 2785, 3039, 3586, 4078, 4114, 4276]","[662, 1765, 2504, 4433, 5309, 8436, 0]",0.1333896258956107,4.03,1,3.47
409,"[1169, 2785, 3039, 3586, 4078, 4114, 4276]","[662, 1765, 2504, 4433, 5309, 8436, 0]",0.125797743807792,4.15,1,3.47
410,"[1169, 2933, 3039, 3586, 4078, 4114, 4276]","[662, 1765, 2504, 4433, 5309, 8436, 0]",0.15325234967493134,3.75,1,3.47
418,"[1129, 2933, 3039, 3586, 4078, 4114, 4276]","[662, 1765, 2504, 4433, 5309, 8436, 0]",0.1736506617066665,3.5,1,3.48
419,"[1093, 2933, 3039, 3586, 4078, 4114, 4276]","[662, 1765, 2504, 4433, 5309, 8436, 0]",0.18037901254590571,3.43,1,3.36
429,"[1093, 2933, 3039, 3586, 4078, 4114, 4500]","[662, 1765, 2504, 4433, 5309, 8436, 0]",0.16636354174570006,3.59,1,3.36
434,"[1075, 2933, 3039, 3586, 4078, 4114, 4500]","[662, 1765, 2504, 4433, 5309, 8436, 0]",0.15074831698758087,3.78,1,3.12
436,"[1075, 2933, 3039, 3533, 4078, 4114, 4500]","[662, 1765, 2504, 4433, 5309, 8436, 0]",0.15268919001040415,3.76,1,3.12
440,"[1075, 2933, 3039, 3533, 4078, 4114, 4500]","[662, 1765, 2504, 4433, 5309, 8436, 0]",0.16569217975057207,3.6,1,3.31
443,"[1113, 2933, 3039, 3533, 4078, 4114, 4500]","[662, 1765, 2504, 4433, 5309, 8436, 0]",0.15436733307448414,3.74,1,3.23
445,"[1109, 2933, 3039, 3533, 4078, 4114, 4500]","[662, 1765, 2504, 4433, 5309, 8436, 0]",0.16312043378002894,3.63,1,3.43
447,"[1109, 2933, 3039, 3533, 4078, 4114, 4500]","[662, 1765, 2504, 4433, 5309, 11354, 0]",0.17747275001788912,3.46,1,3.43
459,"[1109, 2933, 3039, 3533, 4078, 4114, 4500]","[662, 1904, 2504, 4433, 5309, 11354, 0]",0.17549438099951187,3.48,1,3.43
461,"[1109, 2933, 3039, 3533, 4078, 4114, 4500]","[662, 1904, 2504, 4433, 5309, 11354, 0]",0.17549438099951187,3.48,1,3.43
462,"[1109, 2933, 3039, 3533, 4078, 4114, 4500]","[662, 1904, 2504, 4433, 5309, 11354, 0]",0.17549438099951187,3.48,1,3.43
464,"[1250, 2933, 3039, 3533, 4078, 4114, 4500]","[662, 1904, 2504, 4433, 5309, 11354, 0]",0.10015294616227653,4.6,1,3.43
467,"[1235, 2933, 3039, 3533, 4078, 4114, 4500]","[662, 1904, 2504, 4433, 5309, 11354, 0]",0.10679194283388059,4.47,1,3.47
468,"[1235, 2933, 3039, 3859, 4078, 4114, 4500]","[662, 1904, 2504, 4433, 5309, 11354, 0]",0.11984116921603206,4.24,1,3.47
471,"[1235, 2933, 3039, 3859, 4078, 4114, 4500]","[662, 1904, 2504, 4433, 5309, 11354, 0]",0.1198078968827407,4.24,1,3.36
472,"[1235, 2933, 3039, 3859, 4078, 4114, 4500]","[662, 1904, 2504, 4433, 5309, 11354, 0]",0.1198078968827407,4.24,0,3.36
476,"[1235, 2903, 3039, 3859, 4078, 4114, 4500]","[662, 1904, 2504, 4433, 5309, 11354, 0]",0.1174415513724217,4.28,1,3.36
478,"[1235, 2903, 3039, 3859, 4078, 4114, 4500]","[662, 1904, 2504, 4433, 5309, 11354, 0]",0.11545115326539947,4.32,1,3.3
481,"[1250, 2903, 3039, 3859, 4078, 4114, 4500]","[662, 1904, 2504, 4433, 5309, 11354, 0]",0.1108639201622438,4.4,1,3.3
485,"[1250, 2903, 3039, 3859, 4078, 4114, 4500]","[662, 1904, 2504, 4433, 5309, 11354, 0]",0.11090634994728935,4.4,1,3.38
487,"[1250, 2903, 3039, 3859, 4078, 4114, 4500]","[662, 1904, 2504, 4433, 5309, 11354, 0]",0.11090634994728935,4.4,1,3.38
491,"[1250, 2903, 3224, 3859, 4078, 4114, 4500]","[662, 1904, 2504, 4433, 5309, 11354, 0]",0.11959320114941957,4.25,1,3.38
492,"[1250, 2903, 3224, 3859, 4078, 4114, 4500]","[662, 1904, 2504, 4433, 5309, 11354, 0]",0.11959320114941957,4.25,1,3.38
500,"[1250, 2903, 3224, 3859, 4078, 4114, 4500]","[662, 1904, 2504, 4433, 6309, 11354, 0]",0.1278045338452375,4.11,1,3.38
502,"[1250, 2510, 2924, 3594, 3687, 4023, 4490]","[662, 2719, 2757, 4129, 6993, 12113, 0]",0.03743943006305372,6.57,1,3.38
505,"[1250, 2510, 3179, 3594, 3687, 4023, 4490]","[662, 2719, 2757, 4129, 6993, 12113, 0]",0.051743350217896014,5.92,1,3.38
508,"[1250, 2510, 3179, 3594, 3687, 4023, 4500]","[662, 2719, 2757, 4129, 6993, 12113, 0]",0.05126994888568544,5.94,1,3.38
512,"[1202, 2510, 3179, 3594, 3687, 4023, 4500]","[662, 2719, 2757, 4129, 6993, 12113, 0]",0.062478196688530885,5.55,1,3.31
514,"[1202, 2510, 3179, 3594, 3687, 3773, 4500]","[662, 2719, 2757, 4129, 6993, 12113, 0]",0.04328973849111165,6.28,1,3.31
515,"[977, 2510, 3179, 3594, 3687, 3773, 4500]","[662, 2719, 2757, 4129, 6993, 12113, 0]",0.06092407756132703,5.6,1,3.31
516,"[977, 2510, 3179, 3594, 3687, 3773, 4500]","[662, 2719, 2757, 4129, 6993, 13189, 0]",0.04741880396325779,6.1,1,3.31
520,"[977, 2510, 3179, 3594, 3687, 3773, 4500]","[662, 2719, 2757, 4129, 6993, 13189, 0]",0.041674703133880366,6.36,1,3.01
523,"[977, 2510, 3179, 3594, 3687, 3773, 4500]","[662, 2719, 2757, 4129, 6993, 13189, 0]",0.041674703133880366,6.36,1,3.01
525,"[977, 2510, 3179, 3594, 3687, 3773, 4500]","[662, 2719, 2757, 4129, 6993, 13189, 0]",0.041674703133880366,6.36,0,3.01
531,"[977, 2510, 3179, 3594, 3687, 3773, 4500]","[662, 2719, 2757, 5432, 6993, 13189, 0]",0.04090986272568451,6.39,1,3.01
535,"[977, 2510, 3179, 3594, 3687, 3773, 4500]","[662, 2719, 2757, 6942, 6993, 13189, 0]",0.0415507524251062,6.36,1,3.01
536,"[977, 2510, 3179, 3594, 3687, 3773, 4500]","[662, 2719, 2757, 6942, 6993, 13189, 0]",0.0415507524251062,6.36,0,3.01
539,"[996, 2510, 3179, 3594, 3687, 3773, 4500]","[662, 2719, 2757, 6942, 6993, 13189, 0]",0.03865406525882543,6.51,1,2.91
543,"[977, 2510, 3179, 3594, 3687, 3773, 4500]","[662, 2719, 2757, 6942, 6993, 13189, 0]",0.03792294779397707,6.54,1,2.89
545,"[977, 2510, 3179, 3594, 3687, 3773, 4500]","[662, 2719, 2757, 6942, 6993, 13189, 0]",0.03792294779397707,6.54,0,2.89
