Iteration,VS,Thickness,Likelihood,Misfit,Acceptance,VpVs0
0,"[864, 2737, 2904, 2955, 3076, 3121, 3293]","[793, 1308, 3093, 3813, 11344, 12008, 0]",0.47190639595408695,1.5,0,3.48
0,"[864, 2737, 2904, 2955, 3076, 3121, 3293]","[793, 1308, 3093, 3813, 11344, 12008, 0]",0.47190639595408695,1.5,0,3.48
0,"[864, 2737, 2904, 2955, 3076, 3121, 3293]","[793, 1308, 3093, 3813, 11344, 12008, 0]",0.47190639595408695,1.5,0,3.48
0,"[864, 2737, 2904, 2955, 3076, 3121, 3293]","[793, 1308, 3093, 3813, 11344, 12008, 0]",0.47190639595408695,1.5,0,3.48
0,"[864, 2737, 2904, 2955, 3076, 3121, 3293]","[793, 1308, 3093, 3813, 11344, 12008, 0]",0.47190639595408695,1.5,0,3.48
0,"[864, 2737, 2904, 2955, 3076, 3121, 3293]","[793, 1308, 3093, 3813, 11344, 12008, 0]",0.47190639595408695,1.5,0,3.48
0,"[864, 2737, 2904, 2955, 3076, 3121, 3293]","[793, 1308, 3093, 3813, 11344, 12008, 0]",0.47190639595408695,1.5,0,3.48
0,"[864, 2737, 2904, 2955, 3076, 3121, 3293]","[793, 1308, 3093, 3813, 11344, 12008, 0]",0.47190639595408695,1.5,0,3.48
0,"[864, 2737, 2904, 2955, 3076, 3121, 3293]","[793, 1308, 3093, 3813, 11344, 12008, 0]",0.47190639595408695,1.5,0,3.48
0,"[864, 2737, 2904, 2955, 3076, 3121, 3293]","[793, 1308, 3093, 3813, 11344, 12008, 0]",0.47190639595408695,1.5,0,3.48
0,"[864, 2737, 2904, 2955, 3076, 3121, 3293]","[793, 1308, 3093, 3813, 11344, 12008, 0]",0.47190639595408695,1.5,0,3.48
1,"[864, 2737, 2904, 2955, 3076, 3121, 3896]","[793, 1308, 3093, 3813, 11344, 12008, 0]",0.20598004652800364,3.16,1,3.48
3,"[773, 2737, 2904, 2955, 3076, 3121, 3896]","[793, 1308, 3093, 3813, 11344, 12008, 0]",0.14269887652000554,3.89,1,3.48
4,"[778, 2737, 2904, 2955, 3076, 3121, 3896]","[793, 1308, 3093, 3813, 11344, 12008, 0]",0.1398123930569405,3.93,1,3.36
7,"[778, 2737, 2904, 2955, 3076, 3121, 3896]","[793, 1308, 3093, 3813, 11344, 12008, 0]",0.1398123930569405,3.93,0,3.36
9,"[778, 2737, 2904, 2955, 3076, 3121, 3896]","[793, 1308, 3093, 3813, 11344, 12008, 0]",0.14415428144634648,3.87,1,3.42
10,"[778, 2737, 2904, 2955, 3076, 3121, 3848]","[793, 1308, 3093, 3813, 11344, 12008, 0]",0.16017853897907494,3.66,1,3.42
13,"[1026, 2737, 2904, 2955, 3076, 3121, 3848]","[793, 1308, 3093, 3813, 11344, 12008, 0]",0.1469588105475271,3.84,1,3.42
15,"[1026, 2737, 2904, 2955, 3076, 3121, 3848]","[793, 1308, 3093, 3809, 11344, 12008, 0]",0.1471851751567266,3.83,1,3.42
18,"[755, 2737, 2904, 2955, 3076, 3121, 3848]","[793, 1308, 3093, 3809, 11344, 12008, 0]",0.1324485382035947,4.04,1,3.42
22,"[755, 2737, 2904, 3003, 3076, 3121, 3848]","[793, 1308, 3093, 3809, 11344, 12008, 0]",0.14722830841799825,3.83,1,3.42
33,"[755, 2737, 2904, 3003, 3076, 3121, 3848]","[793, 1308, 3093, 3809, 11344, 12008, 0]",0.14722830841799825,3.83,0,3.42
34,"[755, 2737, 2904, 3003, 3076, 3121, 3848]","[793, 1308, 3093, 3809, 11344, 12008, 0]",0.1303133130951701,4.08,1,3.22
