Iteration,VS,Thickness,Likelihood,Misfit,Acceptance,VpVs0
0,"[778, 2733, 2877, 2912, 2958, 3364, 3395]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.19102644398120133,3.31,0,3.44
0,"[778, 2733, 2877, 2912, 2958, 3364, 3395]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.19102644398120133,3.31,0,3.44
0,"[778, 2733, 2877, 2912, 2958, 3364, 3395]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.19102644398120133,3.31,0,3.44
0,"[778, 2733, 2877, 2912, 2958, 3364, 3395]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.19102644398120133,3.31,0,3.44
0,"[778, 2733, 2877, 2912, 2958, 3364, 3395]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.19102644398120133,3.31,0,3.44
0,"[778, 2733, 2877, 2912, 2958, 3364, 3395]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.19102644398120133,3.31,0,3.44
0,"[778, 2733, 2877, 2912, 2958, 3364, 3395]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.19102644398120133,3.31,0,3.44
0,"[778, 2733, 2877, 2912, 2958, 3364, 3395]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.19102644398120133,3.31,0,3.44
0,"[778, 2733, 2877, 2912, 2958, 3364, 3395]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.19102644398120133,3.31,0,3.44
0,"[778, 2733, 2877, 2912, 2958, 3364, 3395]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.19102644398120133,3.31,0,3.44
0,"[778, 2733, 2877, 2912, 2958, 3364, 3395]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.19102644398120133,3.31,0,3.44
0,"[778, 2733, 2877, 2912, 2958, 3364, 3395]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.19102644398120133,3.31,0,3.44
0,"[778, 2733, 2877, 2912, 2958, 3364, 3395]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.19102644398120133,3.31,0,3.44
1,"[778, 2733, 2877, 2912, 2958, 3364, 3914]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.0895211345103046,4.83,1,3.44
13,"[763, 2733, 2877, 2912, 2958, 3364, 3914]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.07204202101927076,5.26,1,3.24
18,"[660, 2733, 2877, 2912, 2958, 3364, 3914]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.02156408004087117,7.67,1,3.24
22,"[686, 2733, 2877, 2912, 2958, 3364, 3914]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.03741012823207669,6.57,1,3.41
26,"[686, 2733, 2877, 2912, 2958, 3364, 3914]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.03741012823207669,6.57,0,3.41
28,"[686, 2733, 2877, 2912, 2958, 3364, 3914]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.03741012823207669,6.57,0,3.41
42,"[686, 2733, 2877, 2912, 2958, 3364, 3914]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.03741012823207669,6.57,0,3.41
45,"[686, 2733, 2877, 2912, 2958, 3364, 3914]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.03741012823207669,6.57,0,3.41
54,"[822, 2733, 2877, 2912, 2958, 3364, 3914]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.09537329438923567,4.7,1,3.41
57,"[822, 2733, 2877, 2912, 2958, 3364, 3914]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.09537329438923567,4.7,0,3.41
58,"[737, 2733, 2877, 2912, 2958, 3364, 3914]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.06940900783343998,5.34,1,3.42
61,"[737, 2733, 2877, 2912, 2958, 3364, 3914]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.06940900783343998,5.34,1,3.42
81,"[737, 2733, 2877, 2912, 2958, 3364, 3914]","[391, 3309, 6928, 7617, 8073, 8220, 0]",0.06940900783343998,5.34,0,3.42
86,"[737, 2733, 2877, 2912, 2958, 3364, 3914]","[391, 3309, 6928, 7626, 8073, 8220, 0]",0.06996426108317473,5.32,1,3.42
95,"[737, 2733, 2877, 2912, 2958, 3364, 3914]","[391, 3309, 5337, 7626, 8073, 8220, 0]",0.039684289750492485,6.45,1,3.42
103,"[737, 2733, 2877, 2912, 2958, 3364, 3914]","[391, 2169, 5337, 7626, 8073, 8220, 0]",0.035016338775159576,6.7,1,3.42
104,"[737, 2733, 2877, 2926, 2958, 3364, 3914]","[391, 2169, 5337, 7626, 8073, 8220, 0]",0.03304425172357912,6.82,1,3.42
105,"[737, 2733, 2877, 2926, 2958, 3364, 3914]","[391, 2169, 5337, 7626, 8073, 8220, 0]",0.033020349834744035,6.82,1,3.39
108,"[737, 2733, 2877, 2926, 2958, 3364, 3914]","[391, 2169, 5337, 7626, 8073, 8220, 0]",0.033020349834744035,6.82,0,3.39
109,"[737, 2733, 2877, 2926, 2958, 3364, 3914]","[391, 2169, 5337, 6745, 8073, 8220, 0]",0.04000307807498471,6.44,1,3.39
110,"[737, 2733, 2877, 2926, 2958, 3364, 3914]","[391, 2169, 5337, 6745, 8073, 8220, 0]",0.04000307807498471,6.44,0,3.39
112,"[732, 2733, 2877, 2926, 2958, 3364, 3914]","[391, 2169, 5337, 6745, 8073, 8220, 0]",0.03585381048009407,6.66,1,3.27
113,"[732, 2733, 2877, 2926, 2958, 3376, 3914]","[391, 2169, 5337, 6745, 8073, 8220, 0]",0.036509215003547715,6.62,1,3.27
114,"[732, 2733, 2877, 2926, 2958, 3376, 3914]","[391, 2169, 5337, 6745, 8073, 8220, 0]",0.036509215003547715,6.62,0,3.27
124,"[763, 2733, 2877, 2926, 2958, 3376, 3914]","[391, 2169, 5337, 6745, 8073, 8220, 0]",0.04334953361270932,6.28,1,3.29
