Iteration,VS,Thickness,Likelihood,Misfit,Acceptance
1,"[3962, 4030, 4192, 4232, 4263, 4387, 4500]","[1648, 3521, 3903, 5276, 16264, 23907, 0]",0.4633263010040812,1.54,1
2,"[3962, 4030, 4192, 4232, 4263, 4387, 4466]","[1648, 3521, 3903, 5276, 16264, 23907, 0]",0.4616092990879852,1.55,1
6,"[3962, 4030, 4192, 4232, 4263, 4387, 4500]","[1648, 3521, 3903, 5276, 16264, 23907, 0]",0.4633263010040812,1.54,1
9,"[3962, 4030, 4192, 4232, 4263, 4387, 4500]","[1648, 2085, 3903, 5276, 16264, 23907, 0]",0.4588919720180372,1.56,1
10,"[3962, 4030, 4192, 4232, 4263, 4387, 4500]","[1648, 2085, 2498, 5276, 16264, 23907, 0]",0.4387451780952831,1.65,1
12,"[3962, 4030, 4192, 4232, 4263, 4387, 4500]","[1648, 2085, 2498, 5276, 16264, 27231, 0]",0.4498665429780832,1.6,1
23,"[3962, 4030, 4192, 4232, 4263, 4387, 4500]","[1648, 2085, 2498, 7301, 16264, 27231, 0]",0.4928344072510063,1.42,1
28,"[3962, 4030, 4192, 4232, 4263, 4387, 4500]","[1648, 2085, 2498, 7301, 16264, 27231, 0]",0.4928344072510063,1.42,1
44,"[3962, 4030, 4192, 4232, 4263, 4387, 4500]","[1648, 2085, 2498, 8509, 16264, 27231, 0]",0.4777745252471631,1.48,1
47,"[3446, 4030, 4192, 4232, 4263, 4387, 4500]","[1648, 2085, 2498, 8509, 16264, 27231, 0]",0.4011211620060521,1.83,1
58,"[3446, 4030, 4192, 4232, 4263, 4387, 4500]","[1648, 2085, 2498, 8509, 16264, 26517, 0]",0.4023419238798612,1.82,1
71,"[3446, 4030, 4192, 4232, 4263, 4387, 4500]","[1648, 2085, 2498, 8509, 16264, 27134, 0]",0.3999842451550117,1.83,1
79,"[3446, 4030, 4192, 4232, 4263, 4387, 4500]","[1648, 2374, 2498, 8509, 16264, 27134, 0]",0.4011521824336999,1.83,1
80,"[3446, 4030, 4192, 4232, 4263, 4387, 4500]","[1648, 2374, 2498, 8509, 16264, 27134, 0]",0.4011521824336999,1.83,1
103,"[3446, 4030, 4192, 4232, 4263, 4387, 4500]","[1648, 2374, 2498, 8509, 16264, 25886, 0]",0.4031390947029027,1.82,1
112,"[3446, 4030, 4192, 4232, 4263, 4387, 4500]","[1648, 2374, 2498, 8509, 16264, 25886, 0]",0.4031390947029027,1.82,0
124,"[3446, 3712, 4192, 4232, 4263, 4387, 4500]","[1648, 2374, 2498, 8509, 16264, 25886, 0]",0.4064495233164157,1.8,1
