Iteration,VS,Thickness,Likelihood,Misfit,Acceptance
1,"[3569, 3616, 3656, 3812, 3897, 4050, 4235]","[1779, 3914, 4861, 5081, 6324, 16434, 0]",0.6188963446930794,0.96,1
13,"[3569, 3616, 3656, 3812, 3897, 4050, 4235]","[1779, 3914, 4861, 5081, 7961, 16434, 0]",0.6201086967396212,0.96,1
22,"[3569, 3616, 3656, 3838, 3897, 4050, 4235]","[1779, 3914, 4861, 5081, 7961, 16434, 0]",0.6171043007372807,0.97,1
39,"[3569, 3616, 3656, 3838, 3897, 4050, 4235]","[1779, 3914, 4861, 5081, 7961, 15806, 0]",0.6145594492374973,0.97,1
40,"[3569, 3616, 3656, 3838, 3897, 4050, 4235]","[1779, 2811, 4861, 5081, 7961, 15806, 0]",0.5785159379615206,1.09,1
53,"[3569, 3616, 3656, 3838, 3897, 4050, 4235]","[1779, 2811, 4861, 5081, 8901, 15806, 0]",0.5797921473762007,1.09,1
54,"[3569, 3616, 3656, 3838, 3897, 4050, 4235]","[1779, 2811, 4861, 6417, 8901, 15806, 0]",0.560598344947275,1.16,1
77,"[3569, 3616, 3656, 3838, 3897, 4050, 4235]","[1779, 2811, 4656, 6417, 8901, 15806, 0]",0.5573938140426251,1.17,1
81,"[3569, 3616, 3656, 3838, 3897, 4050, 4235]","[1779, 2811, 4656, 6417, 8901, 15342, 0]",0.5576373995733519,1.17,1
86,"[3569, 3616, 3656, 3838, 3897, 4050, 4235]","[1779, 2811, 4656, 6417, 8901, 14537, 0]",0.5574104153615438,1.17,1
88,"[3569, 3616, 3656, 3838, 3897, 4050, 4235]","[1779, 2811, 4656, 6417, 8901, 16884, 0]",0.5556839175811397,1.18,1
90,"[3569, 3616, 3656, 3838, 3897, 4050, 4235]","[1779, 2811, 4656, 8411, 8901, 16884, 0]",0.47038307951035657,1.51,1
95,"[3569, 3616, 3656, 3838, 3897, 4050, 4235]","[1779, 2811, 4656, 8411, 8901, 13868, 0]",0.49356192801568427,1.41,1
96,"[3272, 3616, 3656, 3838, 3897, 4050, 4235]","[1779, 2811, 4656, 8411, 8901, 13868, 0]",0.5240077648091555,1.29,1
101,"[3272, 3616, 3656, 3838, 3897, 4050, 4235]","[1779, 2811, 4656, 8411, 8901, 14639, 0]",0.5244105791747736,1.29,1
106,"[3272, 3616, 3656, 3838, 3897, 4050, 4235]","[1779, 2811, 4656, 8411, 10057, 14639, 0]",0.4951280674934391,1.41,1
108,"[3272, 3616, 3656, 3838, 3897, 4050, 4235]","[1779, 2811, 4283, 8411, 10057, 14639, 0]",0.49239649677519326,1.42,1
113,"[3272, 3401, 3656, 3838, 3897, 4050, 4235]","[1779, 2811, 4283, 8411, 10057, 14639, 0]",0.42597186557190614,1.71,1
114,"[3272, 3560, 3656, 3838, 3897, 4050, 4235]","[1779, 2811, 4283, 8411, 10057, 14639, 0]",0.4830037248038864,1.46,1
126,"[3272, 3484, 3656, 3838, 3897, 4050, 4235]","[1779, 2811, 4283, 8411, 10057, 14639, 0]",0.46122086520571004,1.55,1
136,"[3272, 3484, 3656, 3838, 3897, 4050, 4235]","[1779, 1982, 4283, 8411, 10057, 14639, 0]",0.4947350493485247,1.41,1
137,"[3272, 3484, 3656, 3838, 3897, 4050, 4500]","[1779, 1982, 4283, 8411, 10057, 14639, 0]",0.466220100149775,1.53,1
138,"[3272, 3484, 3656, 3838, 3897, 4050, 4500]","[1779, 1982, 4283, 8059, 10057, 14639, 0]",0.47377220956687205,1.49,1
143,"[3272, 3484, 3656, 3838, 3897, 4050, 4500]","[1779, 1982, 2204, 8059, 10057, 14639, 0]",0.5721345700580538,1.12,1
144,"[3272, 3579, 3656, 3838, 3897, 4050, 4500]","[1779, 1982, 2204, 8059, 10057, 14639, 0]",0.5771395871322541,1.1,1
