Iteration,VS,Thickness,Likelihood,Misfit,Acceptance,VpVs0
0,"[703, 2834, 2860, 2982, 3015, 3203, 3307]","[315, 3677, 5477, 5487, 5514, 6437, 0]",0.0865012879562036,4.9,0,3.41
0,"[703, 2834, 2860, 2982, 3015, 3203, 3307]","[315, 3677, 5477, 5487, 5514, 6437, 0]",0.0865012879562036,4.9,0,3.41
0,"[703, 2834, 2860, 2982, 3015, 3203, 3307]","[315, 3677, 5477, 5487, 5514, 6437, 0]",0.0865012879562036,4.9,0,3.41
0,"[703, 2834, 2860, 2982, 3015, 3203, 3307]","[315, 3677, 5477, 5487, 5514, 6437, 0]",0.0865012879562036,4.9,0,3.41
0,"[703, 2834, 2860, 2982, 3015, 3203, 3307]","[315, 3677, 5477, 5487, 5514, 6437, 0]",0.0865012879562036,4.9,0,3.41
0,"[703, 2834, 2860, 2982, 3015, 3203, 3307]","[315, 3677, 5477, 5487, 5514, 6437, 0]",0.0865012879562036,4.9,0,3.41
0,"[703, 2834, 2860, 2982, 3015, 3203, 3307]","[315, 3677, 5477, 5487, 5514, 6437, 0]",0.0865012879562036,4.9,0,3.41
0,"[703, 2834, 2860, 2982, 3015, 3203, 3307]","[315, 3677, 5477, 5487, 5514, 6437, 0]",0.0865012879562036,4.9,0,3.41
0,"[703, 2834, 2860, 2982, 3015, 3203, 3307]","[315, 3677, 5477, 5487, 5514, 6437, 0]",0.0865012879562036,4.9,0,3.41
0,"[703, 2834, 2860, 2982, 3015, 3203, 3307]","[315, 3677, 5477, 5487, 5514, 6437, 0]",0.0865012879562036,4.9,0,3.41
1,"[703, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5487, 5514, 6437, 0]",0.0439094386115228,6.25,1,3.41
3,"[612, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5487, 5514, 6437, 0]",0.0311387675290378,6.94,1,3.41
4,"[617, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5487, 5514, 6437, 0]",0.0285353932198227,7.11,1,3.29
8,"[667, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5487, 5514, 6437, 0]",0.041371982879347,6.37,1,3.35
10,"[667, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5487, 5514, 6437, 0]",0.0382702534738974,6.53,1,3.28
11,"[667, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5487, 5514, 6833, 0]",0.0295425132086362,7.04,1,3.28
12,"[667, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5487, 5514, 6833, 0]",0.0295425132086362,7.04,0,3.28
14,"[667, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5483, 5514, 6833, 0]",0.0295429382977298,7.04,1,3.28
17,"[667, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5483, 5514, 6833, 0]",0.0295429382977298,7.04,0,3.28
32,"[667, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5483, 5514, 6833, 0]",0.0295429382977298,7.04,0,3.28
33,"[667, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5483, 5514, 6833, 0]",0.0318674687458866,6.89,1,3.36
36,"[667, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5483, 5514, 6833, 0]",0.0352892871235479,6.69,1,3.48
39,"[667, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5483, 5514, 6833, 0]",0.0352892871235479,6.69,0,3.48
46,"[724, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5483, 5514, 6833, 0]",0.0326441932315948,6.84,1,3.48
48,"[724, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5483, 5514, 6833, 0]",0.0326441932315948,6.84,0,3.48
63,"[724, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5483, 5514, 6851, 0]",0.0323533865774389,6.86,1,3.48
65,"[724, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5483, 5514, 8319, 0]",0.0103621179207523,9.14,1,3.48
68,"[724, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5483, 5514, 8319, 0]",0.0101383327419908,9.18,1,3.44
71,"[724, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5483, 5514, 8319, 0]",0.0097525298511737,9.26,1,3.29
72,"[724, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5483, 5514, 8319, 0]",0.0094011686538963,9.33,1,3.21
92,"[724, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5483, 5514, 8319, 0]",0.0098741735289417,9.24,1,3.35
93,"[724, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5483, 5514, 9015, 0]",0.0073858496700485,9.82,1,3.35
94,"[724, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3677, 5477, 5483, 5514, 10806, 0]",0.0060869943326922,10.2,1,3.35
96,"[724, 2834, 2860, 2982, 3015, 3203, 3910]","[315, 3503, 5477, 5483, 5514, 10806, 0]",0.0062504676894325,10.15,1,3.35
97,"[724, 2834, 2860, 2982, 3015, 3203, 3900]","[315, 3503, 5477, 5483, 5514, 10806, 0]",0.0067328212001408,10.0,1,3.35
99,"[724, 2834, 2860, 2982, 3015, 3410, 3900]","[315, 3503, 5477, 5483, 5514, 10806, 0]",0.0226911233657234,7.57,1,3.35
101,"[693, 2834, 2860, 2982, 3015, 3410, 3900]","[315, 3503, 5477, 5483, 5514, 10806, 0]",0.0247258139038522,7.4,1,3.35
104,"[693, 2834, 2860, 2982, 3015, 3410, 3900]","[315, 4751, 5477, 5483, 5514, 10806, 0]",0.0239210214399105,7.47,1,3.35
105,"[693, 2834, 2860, 2982, 3015, 3315, 3900]","[315, 4751, 5477, 5483, 5514, 10806, 0]",0.01341208076443,8.62,1,3.35
108,"[693, 2834, 2860, 2982, 3015, 3224, 3900]","[315, 4751, 5477, 5483, 5514, 10806, 0]",0.0057251212171403,10.33,1,3.35
110,"[693, 2834, 2860, 2982, 3015, 3475, 3900]","[315, 4751, 5477, 5483, 5514, 10806, 0]",0.0295468690214266,7.04,1,3.35
117,"[693, 2834, 2860, 2982, 3015, 3475, 3900]","[315, 4751, 5477, 5483, 5514, 10806, 0]",0.0295468690214266,7.04,0,3.35
118,"[693, 2834, 2860, 2982, 3015, 3475, 3900]","[315, 4751, 5477, 5483, 5514, 10806, 0]",0.029848279418475,7.02,1,3.36
120,"[668, 2834, 2860, 2982, 3015, 3475, 3900]","[315, 4751, 5477, 5483, 5514, 10806, 0]",0.0305057825904351,6.98,1,3.32
121,"[668, 2834, 2920, 2982, 3015, 3475, 3900]","[315, 4751, 5477, 5483, 5514, 10806, 0]",0.0313159367787895,6.93,1,3.32
123,"[668, 2834, 2920, 2982, 3015, 3475, 3900]","[315, 4751, 5477, 5483, 5514, 10806, 0]",0.0283893284074271,7.12,1,3.21
128,"[668, 2834, 2920, 2982, 3015, 3475, 3900]","[315, 4751, 5477, 5483, 5514, 10806, 0]",0.0310712153289504,6.94,1,3.31
130,"[668, 2834, 2920, 2982, 3015, 3475, 3900]","[315, 5247, 5477, 5483, 5514, 10806, 0]",0.0296429426010283,7.04,1,3.31
133,"[668, 2834, 2920, 2982, 3015, 3475, 3900]","[315, 5247, 5477, 5483, 5514, 10806, 0]",0.0262103314420534,7.28,1,3.19
135,"[698, 2834, 2920, 2982, 3015, 3475, 3900]","[315, 5247, 5477, 5483, 5514, 10806, 0]",0.0232297713490887,7.52,1,3.02
142,"[698, 2834, 2920, 2982, 3015, 3475, 3900]","[315, 5247, 5477, 5483, 5514, 10806, 0]",0.0232297713490887,7.52,0,3.02
148,"[698, 2834, 2920, 2982, 3015, 3475, 3900]","[315, 5247, 5477, 5483, 6913, 10806, 0]",0.0194928971285514,7.88,1,3.02
149,"[698, 2834, 2920, 2982, 3015, 3475, 3900]","[315, 5247, 5477, 5483, 6913, 10806, 0]",0.0164441180587101,8.22,1,2.74
157,"[698, 2834, 2920, 2982, 3015, 3475, 3903]","[315, 5247, 5477, 5483, 6913, 10806, 0]",0.0163717029143883,8.22,1,2.74
159,"[698, 2834, 2920, 2982, 3015, 3475, 3903]","[315, 5247, 5477, 5483, 6913, 10806, 0]",0.0163717029143883,8.22,0,2.74
162,"[698, 2834, 2920, 2982, 3015, 3475, 3903]","[315, 5247, 5477, 5483, 6913, 10806, 0]",0.0196954997979776,7.85,1,3.04
165,"[698, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 5247, 5477, 5483, 6913, 10806, 0]",0.0115326303443109,8.93,1,3.04
166,"[698, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 5247, 5300, 5483, 6913, 10806, 0]",0.01177682984522,8.88,1,3.04
167,"[698, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 5247, 5300, 5483, 6913, 9028, 0]",0.0219904478509076,7.63,1,3.04
173,"[698, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 5247, 5300, 5483, 6913, 9028, 0]",0.0219904478509076,7.63,0,3.04
177,"[678, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 5247, 5300, 5483, 6913, 9028, 0]",0.0234964702890038,7.5,1,3.12
178,"[678, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 5247, 5300, 5483, 8843, 9028, 0]",0.0167163654612823,8.18,1,3.12
179,"[678, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 2938, 5300, 5483, 8843, 9028, 0]",0.0224431588398961,7.59,1,3.12
180,"[678, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 2938, 5300, 5483, 8843, 9028, 0]",0.0117408225328135,8.89,1,2.66
182,"[678, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 2938, 5300, 5483, 8843, 9028, 0]",0.0117408225328135,8.89,0,2.66
186,"[678, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 2938, 5300, 5483, 8843, 9028, 0]",0.0117408225328135,8.89,0,2.66
187,"[860, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 2938, 5300, 5483, 8843, 9028, 0]",0.0060654045731534,10.21,1,2.66
188,"[860, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 2938, 4756, 5483, 8843, 9028, 0]",0.0059235193000269,10.26,1,2.66
190,"[910, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 2938, 4756, 5483, 8843, 9028, 0]",0.0033990627813084,11.37,1,2.66
191,"[910, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 2780, 4756, 5483, 8843, 9028, 0]",0.0033756727899555,11.38,1,2.66
194,"[910, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 2780, 4756, 5483, 8843, 9028, 0]",0.0032602865371778,11.45,1,2.82
197,"[910, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 2780, 4756, 5483, 8843, 10793, 0]",0.0035249748149829,11.3,1,2.82
214,"[910, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 2780, 4756, 5483, 8843, 10793, 0]",0.0035249748149829,11.3,0,2.82
219,"[910, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 2780, 4756, 5493, 8843, 10793, 0]",0.003444407843636,11.34,1,2.82
223,"[910, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 2780, 4756, 6086, 8843, 10793, 0]",0.0029850157866566,11.63,1,2.82
229,"[910, 2834, 2920, 2982, 3015, 3475, 4028]","[315, 2780, 3572, 6086, 8843, 10793, 0]",0.0034235608056054,11.35,1,2.82
235,"[910, 2834, 2920, 2982, 3015, 3475, 4098]","[315, 2780, 3572, 6086, 8843, 10793, 0]",0.0024552840983835,12.02,1,2.82
236,"[910, 2834, 2920, 2982, 3015, 3475, 4098]","[315, 2780, 3572, 6086, 7118, 10793, 0]",0.0020424680206472,12.39,1,2.82
240,"[910, 2834, 2920, 2982, 3015, 3475, 4098]","[315, 2780, 3572, 6086, 7118, 10793, 0]",0.0020424680206472,12.39,0,2.82
242,"[910, 2834, 2920, 2982, 3015, 3475, 4098]","[315, 1374, 3572, 6086, 7118, 10793, 0]",0.0030379150523064,11.59,1,2.82
243,"[910, 2834, 2920, 2982, 3015, 3475, 4098]","[315, 1374, 3572, 6086, 7118, 10793, 0]",0.0030379150523064,11.59,0,2.82
244,"[910, 2834, 2920, 2982, 3015, 3475, 3840]","[315, 1374, 3572, 6086, 7118, 10793, 0]",0.005116673995516,10.55,1,2.82
245,"[747, 2834, 2920, 2982, 3015, 3475, 3840]","[315, 1374, 3572, 6086, 7118, 10793, 0]",0.0174961077541717,8.09,1,2.82
255,"[747, 2834, 2920, 2982, 3015, 3475, 3840]","[315, 1374, 3572, 6086, 7118, 10793, 0]",0.0174961077541717,8.09,0,2.82
258,"[747, 2834, 2920, 2982, 3015, 3475, 3840]","[315, 1374, 3572, 6086, 7118, 11741, 0]",0.0118478243720181,8.87,1,2.82
265,"[747, 2834, 2920, 2982, 3015, 3475, 3840]","[315, 3545, 3572, 6086, 7118, 11741, 0]",0.0159864439436292,8.27,1,2.82
266,"[747, 2834, 2920, 2982, 3015, 3475, 3840]","[315, 3545, 3572, 6086, 7118, 11741, 0]",0.0159864439436292,8.27,0,2.82
272,"[747, 2834, 2920, 2982, 3015, 3475, 3840]","[315, 3545, 3572, 6086, 7118, 7592, 0]",0.0365925412986849,6.62,1,2.82
274,"[747, 2834, 2920, 2982, 3015, 3475, 3840]","[315, 3545, 3572, 6086, 7118, 7592, 0]",0.0365925412986849,6.62,0,2.82
277,"[747, 2834, 2920, 2982, 3015, 3475, 3840]","[315, 3545, 3572, 6421, 7118, 7592, 0]",0.0330465913698258,6.82,1,2.82
281,"[747, 2834, 2920, 2982, 3015, 3475, 3840]","[315, 3545, 3572, 6421, 7118, 7592, 0]",0.0330465913698258,6.82,0,2.82
282,"[695, 2834, 2920, 2982, 3015, 3475, 3840]","[315, 3545, 3572, 6421, 7118, 7592, 0]",0.0381002062356636,6.54,1,2.92
