Iteration,VS,Thickness,Likelihood,Misfit,Acceptance,VpVs0
1,"[1250, 3080, 3274, 3508, 3546, 3610, 3981]","[1210, 1807, 4995, 6473, 6844, 11899, 0]",0.0912181285208571,4.79,1,2.85
5,"[1250, 3080, 3274, 3508, 3546, 3610, 3981]","[1210, 1807, 4995, 6473, 6844, 11899, 0]",0.0912181285208571,4.79,1,2.85
6,"[1250, 3080, 3274, 3508, 3546, 3610, 3981]","[1210, 1807, 4995, 5180, 6844, 11899, 0]",0.0782191026113113,5.1,1,2.85
10,"[1250, 3080, 3340, 3508, 3546, 3610, 3981]","[1210, 1807, 4995, 5180, 6844, 11899, 0]",0.07712050074343,5.12,1,2.85
19,"[1250, 3080, 3340, 3508, 3546, 3610, 3981]","[1210, 1605, 4995, 5180, 6844, 11899, 0]",0.0827666113669082,4.98,1,2.85
21,"[1250, 3080, 3340, 3508, 3546, 3610, 3981]","[1210, 1605, 4995, 6758, 6844, 11899, 0]",0.0992179887103719,4.62,1,2.85
39,"[1250, 3305, 3340, 3508, 3546, 3610, 3981]","[1210, 1605, 4995, 6758, 6844, 11899, 0]",0.1076211912815634,4.46,1,2.85
40,"[1250, 3305, 3340, 3508, 3546, 3610, 3981]","[1210, 1605, 4995, 6758, 7870, 11899, 0]",0.1059129353465944,4.49,1,2.85
41,"[1250, 3305, 3340, 3508, 3546, 3610, 3981]","[1210, 1605, 4375, 6758, 7870, 11899, 0]",0.0987842021052879,4.63,1,2.85
46,"[1237, 3305, 3340, 3508, 3546, 3610, 3981]","[1210, 1605, 4375, 6758, 7870, 11899, 0]",0.0990384464975236,4.62,1,2.73
49,"[1237, 3305, 3340, 3508, 3546, 3610, 3981]","[1210, 1605, 4375, 6758, 7870, 11899, 0]",0.0990384464975236,4.62,0,2.73
50,"[1237, 3305, 3340, 3508, 3546, 3610, 3981]","[1210, 1605, 4375, 6758, 8477, 11899, 0]",0.096331572426615,4.68,1,2.73
51,"[1237, 3305, 3340, 3508, 3546, 3610, 3981]","[1210, 1605, 4375, 4724, 8477, 11899, 0]",0.0927265241244869,4.76,1,2.73
52,"[1237, 3305, 3466, 3508, 3546, 3610, 3981]","[1210, 1605, 4375, 4724, 8477, 11899, 0]",0.0859687724063108,4.91,1,2.73
53,"[1250, 3305, 3466, 3508, 3546, 3610, 3981]","[1210, 1605, 4375, 4724, 8477, 11899, 0]",0.0848837139369058,4.93,1,2.73
55,"[1250, 3305, 3466, 3508, 3546, 3610, 3981]","[1210, 1605, 4375, 4724, 8477, 11899, 0]",0.0880440983912042,4.86,1,2.77
56,"[1250, 3305, 3466, 3508, 3546, 3610, 3981]","[1210, 1605, 4375, 4724, 8477, 11899, 0]",0.0908869346525327,4.8,1,2.95
63,"[1250, 3305, 3466, 3516, 3546, 3610, 3981]","[1210, 1605, 4375, 4724, 8477, 11899, 0]",0.0891782695724356,4.83,1,2.95
68,"[1223, 3305, 3466, 3516, 3546, 3610, 3981]","[1210, 1605, 4375, 4724, 8477, 11899, 0]",0.0876216025137456,4.87,1,2.72
69,"[1223, 3305, 3466, 3516, 3546, 3610, 3981]","[1210, 1605, 4375, 4724, 8477, 11899, 0]",0.0876216025137456,4.87,0,2.72
70,"[1223, 3305, 3466, 3516, 3546, 3610, 3981]","[1210, 3893, 4375, 4724, 8477, 11899, 0]",0.0823198285481022,4.99,1,2.72
73,"[1223, 3305, 3466, 3516, 3546, 3610, 3981]","[1210, 3893, 4375, 4724, 8477, 11899, 0]",0.0823198285481022,4.99,0,2.72
74,"[1223, 3305, 3466, 3516, 3546, 3610, 3981]","[1210, 2890, 4375, 4724, 8477, 11899, 0]",0.0841966154752655,4.95,1,2.72
76,"[1223, 3305, 3466, 3516, 3546, 3610, 3981]","[1210, 2890, 4375, 4724, 8358, 11899, 0]",0.0825381561108653,4.99,1,2.72
79,"[1250, 3305, 3466, 3516, 3546, 3610, 3981]","[1210, 2890, 4375, 4724, 8358, 11899, 0]",0.0790796646022854,5.07,1,2.72
80,"[1250, 3305, 3466, 3516, 3546, 3610, 3981]","[1210, 2890, 4375, 4724, 8358, 11899, 0]",0.0851573525492976,4.93,1,2.88
90,"[1250, 3305, 3466, 3516, 3546, 3610, 3890]","[1210, 2890, 4375, 4724, 8358, 11899, 0]",0.0814922469328254,5.01,1,2.88
91,"[1250, 3305, 3466, 3516, 3546, 3610, 3890]","[1210, 2890, 4375, 4421, 8358, 11899, 0]",0.0802038616362785,5.05,1,2.88
92,"[1250, 3305, 3466, 3516, 3546, 3610, 3890]","[1210, 2890, 4375, 4421, 6179, 11899, 0]",0.0613205267232831,5.58,1,2.88
93,"[1180, 3305, 3466, 3516, 3546, 3610, 3890]","[1210, 2890, 4375, 4421, 6179, 11899, 0]",0.0732460470870079,5.23,1,3.05
96,"[1180, 3305, 3466, 3516, 3546, 3610, 3890]","[1210, 2890, 4375, 4421, 6179, 11899, 0]",0.0732460470870079,5.23,0,3.05
98,"[1180, 3305, 3466, 3516, 3546, 3610, 3890]","[1210, 2791, 4375, 4421, 6179, 11899, 0]",0.073033607691807,5.23,1,3.05
103,"[1180, 3305, 3466, 3516, 3546, 3610, 3890]","[1210, 2791, 4375, 4421, 6229, 11899, 0]",0.0730864197976799,5.23,1,3.05
109,"[1180, 3305, 3466, 3516, 3546, 3610, 3890]","[1210, 2791, 4375, 4421, 6229, 11899, 0]",0.073695602876815,5.22,1,3.01
115,"[1180, 3305, 3466, 3516, 3546, 3610, 3890]","[1210, 2791, 4375, 4421, 6229, 13664, 0]",0.0838004633040656,4.96,1,3.01
117,"[1180, 3305, 3466, 3516, 3546, 3610, 3890]","[1210, 2791, 4375, 4421, 6229, 13664, 0]",0.0838004633040656,4.96,0,3.01
118,"[1180, 3305, 3466, 3516, 3546, 3610, 3890]","[1210, 2791, 4375, 4421, 6229, 13664, 0]",0.0757437587192594,5.16,1,3.36
119,"[1180, 3305, 3466, 3516, 3546, 3610, 3953]","[1210, 2791, 4375, 4421, 6229, 13664, 0]",0.0747439399410849,5.19,1,3.36
120,"[1180, 3305, 3466, 3516, 3546, 3610, 3953]","[1210, 2791, 4375, 5343, 6229, 13664, 0]",0.0808508590225445,5.03,1,3.36
124,"[1163, 3305, 3466, 3516, 3546, 3610, 3953]","[1210, 2791, 4375, 5343, 6229, 13664, 0]",0.0874435996212013,4.87,1,3.23
133,"[1163, 3305, 3466, 3516, 3546, 3610, 3953]","[1210, 2791, 3430, 5343, 6229, 13664, 0]",0.0806241130226132,5.04,1,3.23
135,"[1163, 3305, 3466, 3516, 3546, 3610, 3953]","[1210, 2791, 3430, 5343, 6229, 14377, 0]",0.0849276858580035,4.93,1,3.23
138,"[1163, 3305, 3466, 3516, 3546, 3712, 3953]","[1210, 2791, 3430, 5343, 6229, 14377, 0]",0.0738522348627217,5.21,1,3.23
141,"[1163, 3305, 3466, 3516, 3546, 3712, 3953]","[1210, 2791, 3745, 5343, 6229, 14377, 0]",0.0765102889925324,5.14,1,3.23
149,"[1177, 3305, 3466, 3516, 3546, 3712, 3953]","[1210, 2791, 3745, 5343, 6229, 14377, 0]",0.0744612103330484,5.19,1,3.23
150,"[1177, 3305, 3466, 3516, 3546, 3712, 3953]","[1210, 2791, 3745, 5343, 6229, 14377, 0]",0.0744612103330484,5.19,0,3.23
161,"[1177, 3305, 3466, 3516, 3546, 3712, 3953]","[1210, 2791, 4449, 5343, 6229, 14377, 0]",0.0776617664464005,5.11,1,3.23
165,"[1177, 3305, 3466, 3516, 3546, 3712, 3953]","[1210, 2791, 4449, 5554, 6229, 14377, 0]",0.0780948217995542,5.1,1,3.23
172,"[1177, 3305, 3466, 3516, 3546, 3712, 3953]","[1210, 2791, 4449, 5554, 6229, 14377, 0]",0.0793430597942185,5.07,1,3.19
175,"[1177, 3305, 3466, 3516, 3546, 3712, 3953]","[1210, 2791, 4449, 5554, 6229, 13446, 0]",0.0782653181637545,5.1,1,3.19
