Iteration,VS,Thickness,Likelihood,Misfit,Acceptance
0,"[2790, 2861, 2942, 3067, 3216, 3466, 3543]","[3793, 5586, 7760, 8085, 9095, 16696, 0]",0.43779167920210305,1.65,0
1,"[2790, 2861, 2942, 3067, 3216, 3466, 3928]","[3793, 5586, 7760, 8085, 9095, 16696, 0]",0.3563530483462061,2.06,1
2,"[2636, 2861, 2942, 3067, 3216, 3466, 3928]","[3793, 5586, 7760, 8085, 9095, 16696, 0]",0.3032859930753336,2.39,1
6,"[2731, 2861, 2942, 3067, 3216, 3466, 3928]","[3793, 5586, 7760, 8085, 9095, 16696, 0]",0.3408978403658071,2.15,1
7,"[2731, 2861, 2942, 3067, 3216, 3466, 3928]","[3793, 5586, 7760, 8085, 9095, 16696, 0]",0.3408978403658071,2.15,0
10,"[2731, 2861, 2942, 3067, 3216, 3466, 3928]","[3793, 5586, 7760, 8085, 9095, 16696, 0]",0.3408978403658071,2.15,0
17,"[2731, 2861, 2942, 3067, 3216, 3466, 3928]","[3793, 5586, 7960, 8085, 9095, 16696, 0]",0.3431472542394807,2.14,1
18,"[2567, 2861, 2942, 3067, 3216, 3466, 3928]","[3793, 5586, 7960, 8085, 9095, 16696, 0]",0.2607573676086329,2.69,1
22,"[2567, 2861, 2942, 3067, 3216, 3466, 3925]","[3793, 5586, 7960, 8085, 9095, 16696, 0]",0.26179862975124224,2.68,1
46,"[2567, 2861, 2942, 3104, 3216, 3466, 3925]","[3793, 5586, 7960, 8085, 9095, 16696, 0]",0.25971466609811195,2.7,1
62,"[2567, 2861, 2942, 3104, 3216, 3466, 3925]","[2065, 5586, 7960, 8085, 9095, 16696, 0]",0.12177583709768564,4.21,1
63,"[2567, 2883, 2942, 3104, 3216, 3466, 3925]","[2065, 5586, 7960, 8085, 9095, 16696, 0]",0.12086263823254993,4.23,1
65,"[2567, 2883, 2942, 3104, 3216, 3466, 3925]","[2065, 5586, 7960, 8085, 9095, 16696, 0]",0.12086263823254993,4.23,0
77,"[2567, 2883, 2942, 3104, 3216, 3466, 3925]","[4535, 5586, 7960, 8085, 9095, 16696, 0]",0.1703119110495881,3.54,1
81,"[2567, 2883, 2942, 3104, 3216, 3466, 3885]","[4535, 5586, 7960, 8085, 9095, 16696, 0]",0.17832339313459855,3.45,1
