Iteration,VS,Thickness,Likelihood,Misfit,Acceptance
1,"[3393, 3452, 3659, 3704, 3858, 3981, 4407]","[1055, 1401, 5739, 5826, 10843, 20819, 0]",0.505939702757346,1.36,1
3,"[3073, 3452, 3659, 3704, 3858, 3981, 4407]","[1055, 1401, 5739, 5826, 10843, 20819, 0]",0.47210467085541774,1.5,1
14,"[3073, 3452, 3659, 3704, 3858, 3981, 4407]","[1055, 1401, 5739, 5826, 10843, 20819, 0]",0.47210467085541774,1.5,0
17,"[3073, 3452, 3659, 3704, 3858, 3981, 4407]","[1055, 1401, 5739, 5826, 10843, 20819, 0]",0.47210467085541774,1.5,0
18,"[3073, 3452, 3659, 3704, 3858, 3981, 4407]","[1055, 1401, 5739, 5826, 10843, 20819, 0]",0.47210467085541774,1.5,0
19,"[3073, 3452, 3659, 3704, 3858, 3981, 4407]","[1055, 1401, 5739, 5826, 10843, 20819, 0]",0.47210467085541774,1.5,0
22,"[3073, 3452, 3659, 3704, 3858, 3981, 4407]","[1055, 1740, 5739, 5826, 10843, 20819, 0]",0.44874373332751416,1.6,1
24,"[3073, 3452, 3659, 3704, 3858, 3981, 4407]","[1055, 1740, 5739, 5826, 10843, 20819, 0]",0.44874373332751416,1.6,0
26,"[3073, 3452, 3659, 3704, 3858, 3981, 4407]","[1055, 1740, 5739, 5826, 10843, 21618, 0]",0.3818614723063862,1.93,1
28,"[3073, 3452, 3659, 3704, 3858, 3981, 4407]","[1055, 1740, 5739, 5826, 11474, 21618, 0]",0.3173036163443367,2.3,1
30,"[3073, 3452, 3659, 3712, 3858, 3981, 4407]","[1055, 1740, 5739, 5826, 11474, 21618, 0]",0.3194825468099176,2.28,1
33,"[3073, 3452, 3659, 3712, 3858, 3981, 4407]","[1055, 1740, 5739, 5826, 10729, 21618, 0]",0.39453446179933405,1.86,1
37,"[3325, 3452, 3659, 3712, 3858, 3981, 4407]","[1055, 1740, 5739, 5826, 10729, 21618, 0]",0.4347979113978979,1.67,1
54,"[3325, 3452, 3659, 3712, 3763, 3981, 4407]","[1055, 1740, 5739, 5826, 10729, 21618, 0]",0.3764466308589025,1.95,1
64,"[3325, 3452, 3659, 3712, 3763, 3981, 4407]","[1055, 1740, 5739, 5826, 10729, 21618, 0]",0.3764466308589025,1.95,0
83,"[3325, 3452, 3659, 3712, 3763, 3981, 4407]","[1055, 1740, 5534, 5826, 10729, 21618, 0]",0.39800265522736805,1.84,1
88,"[3325, 3452, 3659, 3712, 3763, 3981, 4407]","[1055, 1740, 5534, 5826, 10729, 20369, 0]",0.4423746933408486,1.63,1
97,"[3325, 3452, 3659, 3712, 3763, 3981, 4407]","[1055, 1740, 5534, 5826, 10729, 20369, 0]",0.4423746933408486,1.63,0
104,"[3325, 3452, 3659, 3712, 3763, 3981, 4407]","[1055, 1740, 5534, 5826, 10729, 20369, 0]",0.4423746933408486,1.63,0
105,"[3325, 3452, 3659, 3712, 3763, 3981, 4407]","[1055, 1740, 5534, 5826, 10729, 20369, 0]",0.4423746933408486,1.63,0
110,"[3325, 3452, 3659, 3712, 3763, 3981, 4129]","[1055, 1740, 5534, 5826, 10729, 20369, 0]",0.2872051752412975,2.5,1
125,"[2855, 3452, 3659, 3712, 3763, 3981, 4129]","[1055, 1740, 5534, 5826, 10729, 20369, 0]",0.24379349936543074,2.82,1
133,"[2855, 3452, 3659, 3712, 3763, 3981, 4129]","[1055, 1740, 3028, 5826, 10729, 20369, 0]",0.20548986842684824,3.16,1
134,"[2855, 3538, 3659, 3712, 3763, 3981, 4129]","[1055, 1740, 3028, 5826, 10729, 20369, 0]",0.20663786033152082,3.15,1
