Iteration,VS,Thickness,Likelihood,Misfit,Acceptance
665,"[2988, 3580, 3609, 3673, 4356, 4449, 4500]","[1602, 3203, 4317, 9122, 15520, 18327, 0]",0.10366682913060558,4.53,1
670,"[2988, 3580, 3609, 3673, 4356, 4449, 4500]","[1602, 3168, 4317, 9122, 15520, 18327, 0]",0.1043345275701076,4.52,1
680,"[2988, 3580, 3609, 3673, 4356, 4449, 4500]","[1602, 3168, 4317, 9122, 15520, 18327, 0]",0.1043345275701076,4.52,0
684,"[2988, 3039, 3609, 3673, 4356, 4449, 4500]","[1602, 3168, 4317, 9122, 15520, 18327, 0]",0.01709725232711653,8.14,1
688,"[2988, 3039, 3609, 3673, 4356, 4449, 4500]","[1602, 3168, 4317, 9122, 15520, 18327, 0]",0.01709725232711653,8.14,0
693,"[2988, 3039, 3609, 3673, 4356, 4449, 4500]","[1602, 3401, 4317, 9122, 15520, 18327, 0]",0.013538848985118767,8.6,1
702,"[2988, 3039, 3609, 3673, 4356, 4449, 4500]","[1602, 3401, 4223, 9122, 15520, 18327, 0]",0.014314887283145145,8.49,1
705,"[2988, 3039, 3609, 3673, 4356, 4449, 4500]","[1602, 3401, 5195, 9122, 15520, 18327, 0]",0.009777393838686567,9.26,1
719,"[2988, 3039, 3609, 4134, 4356, 4449, 4500]","[1602, 3401, 5195, 9122, 15520, 18327, 0]",0.02093242449816244,7.73,1
731,"[2988, 3039, 3609, 4134, 4356, 4449, 4500]","[1602, 2856, 5195, 9122, 15520, 18327, 0]",0.027474296868251747,7.19,1
734,"[2988, 3039, 3609, 4134, 4356, 4449, 4500]","[1602, 2856, 5195, 9122, 15520, 18327, 0]",0.027474296868251747,7.19,1
739,"[2646, 3039, 3609, 4134, 4356, 4449, 4500]","[1602, 2856, 5195, 9122, 15520, 18327, 0]",0.00833386865789294,9.57,1
747,"[2400, 3039, 3609, 4134, 4356, 4449, 4500]","[1602, 2856, 5195, 9122, 15520, 18327, 0]",0.0018630918375653893,12.57,1
749,"[2400, 3039, 3609, 4134, 4356, 4449, 4500]","[1602, 2856, 5195, 9122, 15520, 18327, 0]",0.0018630918375653893,12.57,1
753,"[2400, 3039, 3609, 4134, 4356, 4449, 4500]","[1602, 2856, 5195, 9547, 15520, 18327, 0]",0.0017746679775868088,12.67,1
762,"[2948, 3039, 3609, 4134, 4356, 4449, 4500]","[1602, 2856, 5195, 9547, 15520, 18327, 0]",0.025186595893964613,7.36,1
775,"[2942, 3039, 3609, 4134, 4356, 4449, 4500]","[1602, 2856, 5195, 9547, 15520, 18327, 0]",0.024856393215171062,7.39,1
780,"[2942, 3039, 3609, 4134, 4356, 4449, 4500]","[1602, 2856, 5195, 8666, 15520, 18327, 0]",0.02369119534713965,7.49,1
781,"[2942, 3039, 3609, 4134, 4356, 4449, 4500]","[1602, 1698, 5195, 8666, 15520, 18327, 0]",0.04739499457334966,6.1,1
782,"[2942, 3039, 3609, 4134, 4356, 4449, 4500]","[1602, 1698, 5195, 10457, 15520, 18327, 0]",0.053394581961695164,5.86,1
783,"[2942, 3039, 3370, 4134, 4356, 4449, 4500]","[1602, 1698, 5195, 10457, 15520, 18327, 0]",0.02759785141252685,7.18,1
784,"[2942, 3039, 3370, 4134, 4356, 4449, 4500]","[1602, 1698, 5195, 10457, 15520, 15761, 0]",0.027464312221690348,7.19,1
799,"[2942, 3039, 3370, 4134, 4356, 4449, 4500]","[1602, 1698, 5195, 10457, 15520, 20272, 0]",0.027068139096486272,7.22,1
802,"[2942, 3039, 3370, 4134, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 15520, 20272, 0]",0.02658587207277162,7.25,1
803,"[2942, 3039, 3502, 4134, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 15520, 20272, 0]",0.04118082214585759,6.38,1
812,"[2942, 3039, 3502, 4134, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 15520, 22603, 0]",0.03977646880080217,6.45,1
820,"[2942, 3039, 3502, 4134, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 15520, 23198, 0]",0.03950266831490817,6.46,1
830,"[2942, 3039, 3502, 4134, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 15520, 20541, 0]",0.04116366472856325,6.38,1
836,"[2942, 3039, 3502, 4134, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 15520, 20541, 0]",0.04116366472856325,6.38,1
848,"[2942, 3039, 3502, 4160, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 15520, 20541, 0]",0.036898056393679365,6.6,1
860,"[2942, 3039, 3502, 4160, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 15520, 20541, 0]",0.036898056393679365,6.6,0
867,"[2783, 3039, 3502, 4160, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 15520, 20541, 0]",0.022483761020426617,7.59,1
872,"[2783, 3039, 3502, 4160, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 16893, 20541, 0]",0.022119832766438818,7.62,1
873,"[2783, 3039, 3446, 4160, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 16893, 20541, 0]",0.01914095065524174,7.91,1
874,"[2783, 3039, 3446, 4160, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 20094, 20541, 0]",0.018805675343914124,7.95,1
875,"[2400, 3039, 3446, 4160, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 20094, 20541, 0]",0.0025982892531609806,11.91,1
881,"[2400, 3039, 3446, 4160, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 20094, 20541, 0]",0.0025982892531609806,11.91,1
897,"[2400, 3039, 3446, 4160, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 20094, 20541, 0]",0.0025982892531609806,11.91,1
904,"[2400, 3039, 3658, 4160, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 20094, 20541, 0]",0.0033288652774067155,11.41,1
906,"[2400, 3039, 3658, 4160, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 20094, 20541, 0]",0.0033288652774067155,11.41,1
916,"[2400, 3039, 3695, 4160, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 20094, 20541, 0]",0.0035363848608632575,11.29,1
917,"[2400, 3039, 3695, 4160, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 17587, 20541, 0]",0.0032130224964154012,11.48,1
918,"[2400, 3039, 3695, 4160, 4356, 4449, 4500]","[1602, 1698, 5195, 10400, 17587, 20541, 0]",0.0032130224964154012,11.48,1
920,"[2400, 3039, 3695, 4160, 4356, 4449, 4500]","[1602, 1698, 4530, 10400, 17587, 20541, 0]",0.0028529845825034307,11.72,1
931,"[2400, 3039, 3798, 4160, 4356, 4449, 4500]","[1602, 1698, 4530, 10400, 17587, 20541, 0]",0.0027085631852682805,11.82,1
933,"[2400, 3039, 3798, 4160, 4356, 4449, 4500]","[1602, 1698, 4530, 10400, 17587, 20541, 0]",0.0027085631852682805,11.82,1
936,"[2400, 3065, 3798, 4160, 4356, 4449, 4500]","[1602, 1698, 4530, 10400, 17587, 20541, 0]",0.002912810017158203,11.68,1
940,"[2400, 3065, 3798, 4160, 4356, 4449, 4500]","[1602, 1698, 4530, 10400, 17587, 20541, 0]",0.002912810017158203,11.68,1
941,"[2400, 3065, 3798, 4160, 4356, 4449, 4500]","[1602, 1698, 2702, 10400, 17587, 20541, 0]",0.0020922286106717365,12.34,1
942,"[2400, 3065, 3798, 4160, 4356, 4449, 4500]","[1602, 1698, 2702, 10400, 16387, 20541, 0]",0.0019987142499180884,12.43,1
943,"[2400, 3065, 3798, 4160, 4356, 4449, 4500]","[1602, 1698, 2702, 10400, 13512, 20541, 0]",0.0018004394132005545,12.64,1
949,"[2400, 3065, 3798, 4160, 4356, 4449, 4500]","[1602, 1698, 2702, 10400, 13512, 20541, 0]",0.0018004394132005545,12.64,1
971,"[2971, 3065, 3798, 4160, 4356, 4449, 4500]","[1602, 1698, 2702, 10400, 13512, 20541, 0]",0.050165384191425716,5.98,1
980,"[2971, 3065, 3798, 4160, 4356, 4449, 4500]","[1280, 1698, 2702, 10400, 13512, 20541, 0]",0.06382076311785957,5.5,1
991,"[2971, 3065, 3798, 4160, 4356, 4449, 4500]","[1280, 1698, 2702, 10400, 13512, 20727, 0]",0.06416797539176136,5.49,1
993,"[2971, 3065, 3798, 4068, 4356, 4449, 4500]","[1280, 1698, 2702, 10400, 13512, 20727, 0]",0.0833237833439442,4.97,1
994,"[2971, 3065, 3798, 4068, 4356, 4449, 4500]","[1280, 1698, 2702, 13146, 13512, 20727, 0]",0.07672312756257409,5.14,1
995,"[2971, 3065, 3798, 4068, 4356, 4449, 4500]","[1280, 1698, 5240, 13146, 13512, 20727, 0]",0.07593715464513535,5.16,1
1004,"[2971, 3065, 3798, 4068, 4356, 4449, 4500]","[1280, 1698, 5240, 13146, 15521, 20727, 0]",0.0749220545103333,5.18,1
1005,"[2853, 3065, 3798, 4068, 4356, 4449, 4500]","[1280, 1698, 5240, 13146, 15521, 20727, 0]",0.05732388636177643,5.72,1
1006,"[2853, 3600, 3798, 4068, 4356, 4449, 4500]","[1280, 1698, 5240, 13146, 15521, 20727, 0]",0.13276774999170957,4.04,1
1009,"[2853, 3600, 3798, 4068, 4116, 4449, 4500]","[1280, 1698, 5240, 13146, 15521, 20727, 0]",0.11689683628163966,4.29,1
1021,"[2853, 3600, 3798, 4068, 4116, 4449, 4500]","[1280, 1698, 5240, 13146, 15521, 20727, 0]",0.11689683628163966,4.29,1
1023,"[2853, 3600, 3798, 4068, 4116, 4449, 4500]","[1280, 1698, 5240, 13146, 15521, 17959, 0]",0.11931381909408821,4.25,1
1030,"[2853, 3600, 3798, 4068, 4116, 4449, 4500]","[1280, 1698, 5240, 6173, 15521, 17959, 0]",0.12335019737346002,4.19,1
1031,"[2853, 3600, 3761, 4068, 4116, 4449, 4500]","[1280, 1698, 5240, 6173, 15521, 17959, 0]",0.12680463297913683,4.13,1
1039,"[2853, 3600, 3761, 4068, 4116, 4449, 4500]","[1280, 1698, 5240, 6173, 17654, 17959, 0]",0.1317360433121808,4.05,1
1046,"[2841, 3600, 3761, 4068, 4116, 4449, 4500]","[1280, 1698, 5240, 6173, 17654, 17959, 0]",0.12687188445635394,4.13,1
1053,"[2841, 3600, 3761, 4068, 4116, 4449, 4500]","[1280, 1698, 5240, 6173, 17654, 17959, 0]",0.12687188445635394,4.13,0
1058,"[2841, 3600, 3761, 4068, 4116, 4449, 4500]","[1280, 1698, 5240, 6173, 17654, 17959, 0]",0.12687188445635394,4.13,0
1076,"[2841, 3600, 3761, 4068, 4116, 4449, 4500]","[1280, 1698, 5240, 6173, 17654, 17972, 0]",0.12799422307054192,4.11,1
1082,"[2841, 3600, 3761, 4068, 4116, 4449, 4500]","[1280, 1698, 5240, 6173, 17654, 17972, 0]",0.12799422307054192,4.11,1
1083,"[3033, 3600, 3761, 4068, 4116, 4449, 4500]","[1280, 1698, 5240, 6173, 17654, 17972, 0]",0.18952865739701016,3.33,1
1086,"[2535, 3600, 3761, 4068, 4116, 4449, 4500]","[1280, 1698, 5240, 6173, 17654, 17972, 0]",0.04173230960483364,6.35,1
1088,"[2535, 3600, 3761, 4068, 4116, 4449, 4500]","[1280, 1698, 5240, 6173, 15533, 17972, 0]",0.042276798502105695,6.33,1
