Depth_km,Vs_km_s
0.0,3.42
0.10018214936247723,3.42
0.20036429872495445,3.42
0.3005464480874317,3.42
0.4007285974499089,3.42
0.5009107468123861,3.4199544975876313
0.6010928961748634,3.4184904904366973
0.7012750455373405,3.40155437944456
0.8014571948998178,3.336655239153326
0.9016393442622951,3.2797050958080733
1.0018214936247722,3.332184425721141
1.1020036429872495,3.4099958547700138
1.2021857923497268,3.4514027791943365
1.302367941712204,3.4715130222621773
1.402550091074681,3.4786462359169072
1.5027322404371584,3.479997323387508
1.6029143897996356,3.4812597736257076
1.703096539162113,3.4871843783122385
1.8032786885245902,3.5000913138448935
1.9034608378870672,3.5139867580810686
2.0036429872495445,3.5246568012233466
2.1038251366120218,3.532726984455361
2.204007285974499,3.532909612145147
2.3041894353369763,3.5271843783122385
2.4043715846994536,3.528441475325454
2.504553734061931,3.5412624502382
2.604735883424408,3.5588315402191855
2.704918032786885,3.5727269844553615
2.805100182149362,3.5787348731493083
2.9052823315118395,3.579903332930123
3.0054644808743167,3.579903332930123
3.105646630236794,3.5787348731493083
3.2058287795992713,3.5727269844553615
3.3060109289617485,3.5588288636066934
3.406193078324226,3.541171136393307
3.506375227686703,3.527270338932147
3.6065573770491803,3.5211738130057997
3.7067395264116576,3.518922854064078
3.8069216757741344,3.5139894346935607
3.9071038251366117,3.5059192514615463
4.007285974499089,3.5
4.107468123861566,3.494078071925962
4.2076502732240435,3.485921928074039
4.307832422586521,3.48
4.408014571948998,3.4740807485384537
4.508196721311475,3.4660132419189313
4.608378870673953,3.4611711363933066
4.70856102003643,3.4600913138448925
4.808743169398907,3.4600026766124925
4.908925318761384,3.46
5.009107468123862,3.46
5.109289617486339,3.4600508556373537
5.209471766848816,3.4617349630529652
5.3096539162112935,3.4822542680853257
5.40983606557377,3.574292054667235
5.510018214936247,3.7269677189584733
5.610200364298724,3.823667659988713
5.710382513661202,3.851083335247289
5.810564663023679,3.852767442662901
5.910746812386156,3.845919251461546
6.0109289617486334,3.841171136393307
6.111111111111111,3.840182627689786
6.211293260473588,3.841173813005799
6.311475409836065,3.846010565306439
6.4116575591985425,3.8539894346935615
6.51183970856102,3.8588315402191857
6.612021857923497,3.8600000000000008
6.712204007285974,3.8611711363933074
6.812386156648452,3.8661018791513326
6.912568306010929,3.8751605710868686
7.012750455373406,3.884839428913132
7.112932604735883,3.893898120848668
7.213114754098361,3.8988235103817086
7.313296903460838,3.8998173723102143
7.413479052823315,3.898826186994201
7.513661202185792,3.8939894346935615
7.613843351548269,3.8860105653064396
7.714025500910746,3.8811711363933075
7.814207650273223,3.8800939904573855
7.914389799635701,3.8800939904573855
8.014571948998178,3.8811711363933075
8.114754098360656,3.8860105653064396
8.214936247723132,3.893986758081069
8.31511839708561,3.8987375497618
8.415300546448087,3.8987375497618
8.515482695810565,3.893986758081069
8.615664845173042,3.8860105653064396
8.715846994535518,3.8811711363933075
8.816029143897996,3.8800939904573855
8.916211293260472,3.8800939904573855
9.01639344262295,3.8811738130057996
9.116575591985427,3.886101879151332
9.216757741347905,3.895160571086868
9.316939890710382,3.9048394289131325
9.41712204007286,3.9138981208486685
9.517304189435336,3.9188261869942007
9.617486338797814,3.9199086861551073
9.71766848816029,3.9199973233875074
9.817850637522769,3.9200026766124925
9.918032786885245,3.9200913138448934
10.018214936247723,3.9211711363933075
10.1183970856102,3.9260132419189313
10.218579234972678,3.934080748538454
10.318761384335154,3.940002676612493
10.418943533697632,3.9460132419189318
10.519125683060109,3.9552492083192687
10.619307832422587,3.966010565306439
10.719489981785063,3.979908686155107
10.81967213114754,3.992815621687762
10.919854280510018,3.998740226374293
11.020036429872494,4.0
11.120218579234972,4.001259773625708
11.220400728597449,4.007181701699746
11.320582877959927,4.020002676612492
11.420765027322403,4.032909612145147
11.520947176684881,4.0399086861551075
11.621129326047358,4.045916574849054
11.721311475409836,4.053986758081069
11.821493624772312,4.058828863606694
11.92167577413479,4.0599113627676
12.021857923497267,4.060085960619909
12.122040072859745,4.061079822548415
12.222222222222221,4.064839428913133
12.3224043715847,4.067978869387122
12.422586520947176,4.064839428913133
12.522768670309654,4.061079822548415
12.62295081967213,4.060088637232401
12.723132969034609,4.0600000000000005
12.823315118397085,4.059908686155108
12.923497267759561,4.058828863606694
13.02367941712204,4.053989434693562
13.123861566484516,4.046010565306439
13.224043715846994,4.041171136393307
13.32422586520947,4.040091313844893
13.424408014571949,4.040002676612493
13.524590163934425,4.040002676612493
13.624772313296903,4.040091313844893
13.72495446265938,4.041171136393307
13.825136612021858,4.046010565306439
13.925318761384334,4.053989434693562
14.025500910746812,4.058828863606694
14.125683060109289,4.059908686155108
14.225865209471767,4.059997323387508
14.326047358834243,4.0600000000000005
14.426229508196721,4.060002676612493
14.526411657559198,4.060091313844894
14.626593806921676,4.061171136393308
14.726775956284152,4.06601056530644
14.82695810564663,4.073989434693561
14.927140255009107,4.078828863606693
15.027322404371583,4.0799086861551075
15.127504553734061,4.0799973233875075
15.227686703096538,4.08
15.327868852459016,4.08
15.428051001821492,4.08
15.52823315118397,4.08
15.628415300546447,4.08
15.728597449908925,4.08
15.828779599271401,4.080002676612493
15.92896174863388,4.0800913138448935
16.029143897996356,4.081171136393308
16.129326047358834,4.08601056530644
16.229508196721312,4.093989434693562
16.329690346083787,4.098828863606693
16.429872495446265,4.099908686155107
16.530054644808743,4.099997323387508
16.63023679417122,4.1
16.730418943533696,4.1
16.830601092896174,4.1
16.930783242258652,4.1
17.03096539162113,4.1
17.131147540983605,4.1
17.231329690346083,4.1
17.33151183970856,4.1
17.431693989071036,4.1
17.531876138433514,4.100002676612492
17.632058287795992,4.100091313844893
17.73224043715847,4.101171136393307
17.832422586520945,4.106010565306439
17.932604735883423,4.113989434693561
18.0327868852459,4.1188288636066925
18.13296903460838,4.1199086861551075
18.233151183970854,4.1199973233875085
18.333333333333332,4.120002676612493
18.43351548269581,4.120091313844894
18.53369763205829,4.121171136393308
18.633879781420763,4.12601056530644
18.73406193078324,4.133989434693562
18.83424408014572,4.138828863606694
18.934426229508198,4.139908686155108
19.034608378870672,4.139997323387508
19.13479052823315,4.140000000000001
19.23497267759563,4.140000000000001
19.335154826958103,4.139997323387508
19.43533697632058,4.139908686155108
19.53551912568306,4.138828863606694
19.635701275045538,4.133989434693562
19.735883424408012,4.126007888693947
19.83606557377049,4.121082499160907
19.93624772313297,4.1190114912964795
20.036429872495447,4.1151632476993605
20.13661202185792,4.112021130612878
20.2367941712204,4.115160571086868
20.336976320582878,4.118920177451587
20.437158469945356,4.119914039380092
20.53734061930783,4.120088637232401
20.63752276867031,4.121171136393308
20.737704918032787,4.12601056530644
20.837887067395265,4.133992111306054
20.93806921675774,4.138922854064079
21.038251366120218,4.141171136393307
21.138433515482696,4.147181701699746
21.238615664845174,4.160091313844894
21.33879781420765,4.1739921113060525
21.438979963570127,4.184839428913131
21.539162112932605,4.195066580629483
21.63934426229508,4.20483675230064
21.739526411657558,4.213898120848668
21.839708561020036,4.218826186994201
21.939890710382514,4.219908686155108
22.04007285974499,4.219997323387508
22.140255009107467,4.220000000000001
22.240437158469945,4.220000000000001
22.340619307832423,4.220002676612493
22.440801457194897,4.220091313844893
22.540983606557376,4.221171136393307
22.641165755919854,4.2260105653064395
22.741347905282332,4.233989434693561
22.841530054644807,4.2388288636066935
22.941712204007285,4.239908686155108
23.041894353369763,4.239997323387508
23.14207650273224,4.24
23.242258652094716,4.240002676612493
23.342440801457194,4.240091313844893
23.442622950819672,4.241171136393307
23.542805100182147,4.24601056530644
23.642987249544625,4.253989434693562
23.743169398907103,4.258828863606693
23.84335154826958,4.259908686155107
23.943533697632056,4.259997323387507
24.043715846994534,4.26
24.143897996357012,4.26
24.24408014571949,4.26
24.344262295081965,4.26
24.444444444444443,4.26
24.54462659380692,4.26
24.6448087431694,4.26
24.744990892531874,4.26
24.845173041894352,4.26
24.94535519125683,4.26
25.04553734061931,4.26
25.145719489981783,4.26
25.24590163934426,4.26
25.34608378870674,4.26
25.446265938069217,4.26
25.546448087431692,4.26
25.64663023679417,4.26
25.74681238615665,4.26
25.846994535519123,4.26
25.9471766848816,4.26
26.04735883424408,4.26
26.147540983606557,4.26
26.247723132969032,4.26
26.34790528233151,4.260002676612492
26.44808743169399,4.260091313844892
26.548269581056466,4.2611711363933065
26.64845173041894,4.266010565306439
26.74863387978142,4.273989434693561
26.848816029143897,4.278828863606694
26.948998178506375,4.279908686155108
27.04918032786885,4.28
27.14936247723133,4.280091313844894
27.249544626593806,4.281171136393308
27.349726775956285,4.28601056530644
27.44990892531876,4.293989434693563
27.550091074681237,4.298828863606694
27.650273224043715,4.299908686155108
27.750455373406194,4.299997323387508
27.850637522768668,4.300000000000001
27.950819672131146,4.300000000000001
28.051001821493625,4.300000000000001
28.1511839708561,4.300000000000001
28.251366120218577,4.300000000000001
28.351548269581055,4.300000000000001
28.451730418943534,4.300000000000001
28.551912568306008,4.300000000000001
28.652094717668486,4.300000000000001
28.752276867030965,4.300000000000001
28.852459016393443,4.300002676612493
28.952641165755917,4.300091313844893
29.052823315118395,4.301171136393307
29.153005464480874,4.3060105653064396
29.25318761384335,4.313989434693561
