Iteration,VS,Thickness,Likelihood,Misfit,Acceptance
1,"[2956, 3102, 3276, 3367, 3414, 3462, 4041]","[1139, 3022, 3061, 4915, 5548, 14801, 0]",0.2970065253756216,2.43,1
2,"[2956, 3102, 3276, 3367, 3414, 3462, 3819]","[1139, 3022, 3061, 4915, 5548, 14801, 0]",0.2835870710810202,2.52,1
5,"[2956, 3102, 3276, 3354, 3414, 3462, 3819]","[1139, 3022, 3061, 4915, 5548, 14801, 0]",0.2888353510908003,2.48,1
9,"[2956, 3102, 3276, 3354, 3414, 3462, 3819]","[1139, 3022, 4070, 4915, 5548, 14801, 0]",0.26395157345734177,2.66,1
19,"[2956, 3102, 3276, 3354, 3414, 3462, 3819]","[1139, 3022, 4070, 4915, 5548, 14801, 0]",0.26395157345734177,2.66,0
22,"[2956, 3102, 3276, 3354, 3414, 3462, 3819]","[1139, 3022, 4070, 4915, 5548, 14801, 0]",0.26395157345734177,2.66,0
23,"[2956, 3102, 3276, 3354, 3414, 3462, 3819]","[1139, 3022, 4070, 4915, 5548, 14801, 0]",0.26395157345734177,2.66,0
25,"[2956, 3102, 3276, 3354, 3414, 3462, 3819]","[1139, 3022, 4070, 5522, 5548, 14801, 0]",0.19709263088680493,3.25,1
29,"[2400, 3102, 3276, 3354, 3414, 3462, 3819]","[1139, 3022, 4070, 5522, 5548, 14801, 0]",0.11491851315649713,4.33,1
34,"[2400, 3102, 3276, 3354, 3414, 3462, 3819]","[1601, 3022, 4070, 5522, 5548, 14801, 0]",0.052820843670295846,5.88,1
35,"[2400, 3102, 3274, 3354, 3414, 3462, 3819]","[1601, 3022, 4070, 5522, 5548, 14801, 0]",0.05332365924117858,5.86,1
40,"[2400, 3102, 3274, 3354, 3414, 3462, 3819]","[1601, 3022, 3117, 5522, 5548, 14801, 0]",0.09283308673165537,4.75,1
46,"[2400, 3102, 3274, 3354, 3414, 3462, 3819]","[1601, 3022, 3117, 5522, 5548, 14801, 0]",0.09283308673165537,4.75,0
