Iteration,VS,Thickness,Likelihood,Misfit,Acceptance
1,"[3070, 3535, 3707, 3886, 4024, 4087, 4500]","[1015, 1034, 3475, 3642, 13766, 16699, 0]",0.25737927372907227,2.71,1
2,"[3070, 3535, 3707, 3886, 4024, 4087, 4466]","[1015, 1034, 3475, 3642, 13766, 16699, 0]",0.2546663006001952,2.74,1
6,"[3070, 3535, 3707, 3886, 4024, 4087, 4500]","[1015, 1034, 3475, 3642, 13766, 16699, 0]",0.25737927372907227,2.71,1
17,"[3070, 3535, 3707, 3886, 4024, 4087, 4500]","[1015, 1034, 2717, 3642, 13766, 16699, 0]",0.25058303386109093,2.77,1
32,"[3070, 3535, 3707, 3886, 4024, 4087, 4500]","[1015, 1034, 2717, 3642, 13766, 16699, 0]",0.25058303386109093,2.77,0
35,"[3070, 3535, 3707, 3886, 4024, 4087, 4500]","[1015, 1034, 2717, 3642, 13766, 20367, 0]",0.3807099762056108,1.93,1
36,"[3070, 3535, 3707, 3886, 4024, 4087, 4500]","[1015, 1034, 2717, 3642, 13766, 20367, 0]",0.3807099762056108,1.93,0
38,"[3070, 3535, 3707, 3886, 4024, 4087, 4500]","[1015, 1034, 2717, 4248, 13766, 20367, 0]",0.35924734164765654,2.05,1
42,"[2482, 3535, 3707, 3886, 4024, 4087, 4500]","[1015, 1034, 2717, 4248, 13766, 20367, 0]",0.24281122310753994,2.83,1
49,"[2482, 3535, 3707, 3806, 4024, 4087, 4500]","[1015, 1034, 2717, 4248, 13766, 20367, 0]",0.24260131550577477,2.83,1
52,"[2482, 3535, 3707, 3806, 4024, 4087, 4500]","[1015, 1034, 2717, 2880, 13766, 20367, 0]",0.25290656143981033,2.75,1
54,"[2482, 3535, 3707, 3806, 4024, 4087, 4500]","[1015, 1034, 2373, 2880, 13766, 20367, 0]",0.2532988089016172,2.75,1
60,"[2482, 3535, 3562, 3806, 4024, 4087, 4500]","[1015, 1034, 2373, 2880, 13766, 20367, 0]",0.24659264550187304,2.8,1
61,"[2482, 3535, 3562, 3806, 4024, 4087, 4500]","[1015, 1034, 1796, 2880, 13766, 20367, 0]",0.23676709215160002,2.88,1
62,"[2400, 3535, 3562, 3806, 4024, 4087, 4500]","[1015, 1034, 1796, 2880, 13766, 20367, 0]",0.20880459318659378,3.13,1
67,"[2400, 3535, 3562, 3806, 4024, 4087, 4500]","[1015, 1034, 1796, 2880, 13766, 20367, 0]",0.20880459318659378,3.13,0
68,"[2400, 3535, 3562, 3806, 4024, 4087, 4500]","[1015, 1034, 1796, 2880, 13045, 20367, 0]",0.1931470121095053,3.29,1
69,"[2400, 3535, 3562, 3806, 4024, 4087, 4500]","[1015, 1034, 1796, 2880, 13045, 20367, 0]",0.1931470121095053,3.29,1
70,"[3085, 3535, 3562, 3806, 4024, 4087, 4500]","[1015, 1034, 1796, 2880, 13045, 20367, 0]",0.312801365382665,2.32,1
72,"[3085, 3535, 3562, 3806, 4024, 4087, 4500]","[1015, 1034, 1796, 2880, 13045, 19653, 0]",0.2809748025680112,2.54,1
76,"[3085, 3535, 3562, 3806, 4024, 4095, 4500]","[1015, 1034, 1796, 2880, 13045, 19653, 0]",0.279189083791183,2.55,1
79,"[3085, 3535, 3562, 3806, 4024, 4095, 4396]","[1015, 1034, 1796, 2880, 13045, 19653, 0]",0.26631791020098816,2.65,1
80,"[3085, 3535, 3562, 3806, 4024, 4095, 4396]","[1015, 1034, 1796, 2693, 13045, 19653, 0]",0.26337649199008295,2.67,1
110,"[3475, 3535, 3562, 3806, 4024, 4095, 4396]","[1015, 1034, 1796, 2693, 13045, 19653, 0]",0.26361087357549784,2.67,1
115,"[3475, 3535, 3562, 3806, 4024, 4095, 4396]","[1015, 1034, 1796, 3357, 13045, 19653, 0]",0.27233705603363817,2.6,1
124,"[3475, 3535, 3562, 3806, 4024, 4095, 4416]","[1015, 1034, 1796, 3357, 13045, 19653, 0]",0.2765337945585764,2.57,1
127,"[3475, 3535, 3562, 3806, 4024, 4095, 4416]","[1015, 1034, 1796, 2153, 13045, 19653, 0]",0.2590120860156649,2.7,1
136,"[3475, 3535, 3562, 3806, 4024, 4095, 4416]","[1015, 1034, 1796, 2153, 13835, 19653, 0]",0.27348843309959087,2.59,1
137,"[3475, 3535, 3562, 3806, 4024, 4095, 4416]","[1015, 1034, 1796, 2153, 17410, 19653, 0]",0.3485522259453267,2.11,1
141,"[3475, 3535, 3562, 3806, 4024, 4095, 4416]","[1015, 1034, 1796, 2153, 16478, 19653, 0]",0.3508923314515463,2.09,1
147,"[3475, 3535, 3562, 3806, 4024, 4095, 4416]","[1015, 1034, 1796, 2153, 17509, 19653, 0]",0.3460688277249188,2.12,1
159,"[3475, 3535, 3562, 3806, 4024, 4095, 4416]","[1015, 1034, 1796, 3497, 17509, 19653, 0]",0.2727550705815019,2.6,1
161,"[3475, 3535, 3562, 3806, 4024, 4238, 4416]","[1015, 1034, 1796, 3497, 17509, 19653, 0]",0.18082421846693958,3.42,1
