Iteration,VS,Thickness,Likelihood,Misfit,Acceptance
1,"[3307, 3631, 3812, 3885, 4046, 4087, 4500]","[1685, 2189, 2451, 4007, 7642, 15411, 0]",0.1887416424399275,3.33,1
2,"[3307, 3631, 3812, 3885, 4046, 4087, 4466]","[1685, 2189, 2451, 4007, 7642, 15411, 0]",0.19478161617626064,3.27,1
7,"[3307, 3631, 3812, 3885, 4046, 4087, 4466]","[1685, 2189, 2451, 4007, 6343, 15411, 0]",0.17591643356890319,3.48,1
21,"[3307, 3631, 3812, 3885, 4046, 4087, 4466]","[1685, 2189, 2451, 3354, 6343, 15411, 0]",0.17301610276509757,3.51,1
31,"[3307, 3631, 3812, 3885, 4046, 4087, 4466]","[1685, 2189, 2451, 3354, 6343, 16235, 0]",0.1814637385283467,3.41,1
33,"[3307, 3631, 3812, 3885, 4046, 4087, 4466]","[1685, 2189, 2451, 3354, 6083, 16235, 0]",0.17867795715324253,3.44,1
36,"[3307, 3631, 3812, 3885, 4046, 4087, 4466]","[1685, 2189, 2288, 3354, 6083, 16235, 0]",0.17814261594377298,3.45,1
39,"[3307, 3631, 3812, 3885, 4046, 4087, 4466]","[1685, 2189, 2288, 3354, 4271, 16235, 0]",0.15590359919752744,3.72,1
51,"[3307, 3631, 3812, 3885, 4046, 4087, 4466]","[1685, 2189, 2288, 3354, 4271, 15607, 0]",0.13898016312942146,3.95,1
57,"[3307, 3631, 3812, 3885, 4046, 4087, 4500]","[1685, 2189, 2288, 3354, 4271, 15607, 0]",0.12851363051837839,4.1,1
65,"[3307, 3631, 3812, 3885, 4046, 4087, 4500]","[1685, 2189, 2288, 3354, 7554, 15607, 0]",0.17535421800735476,3.48,1
66,"[3307, 3631, 3812, 3885, 4046, 4087, 4500]","[1685, 2189, 2288, 3354, 7554, 15607, 0]",0.17535421800735476,3.48,0
81,"[3307, 3631, 3812, 3885, 4046, 4087, 4500]","[1685, 2189, 2288, 3354, 6379, 15607, 0]",0.16417080292609548,3.61,1
94,"[3307, 3469, 3812, 3885, 4046, 4087, 4500]","[1685, 2189, 2288, 3354, 6379, 15607, 0]",0.15261392136832175,3.76,1
100,"[3307, 3469, 3812, 3885, 4046, 4087, 4500]","[1685, 2189, 2288, 3354, 6379, 15607, 0]",0.15261392136832175,3.76,1
104,"[3307, 3469, 3812, 3885, 4046, 4087, 4500]","[1685, 2189, 2288, 3354, 6379, 15607, 0]",0.15261392136832175,3.76,0
121,"[3307, 3469, 3812, 3885, 4046, 4087, 4500]","[1685, 2189, 2288, 2756, 6379, 15607, 0]",0.13826071010371038,3.96,1
127,"[2987, 3469, 3812, 3885, 4046, 4087, 4500]","[1685, 2189, 2288, 2756, 6379, 15607, 0]",0.12051877474843567,4.23,1
130,"[2987, 3469, 3812, 3885, 4046, 4087, 4500]","[1685, 2189, 2441, 2756, 6379, 15607, 0]",0.1201992453445335,4.24,1
131,"[2987, 3469, 3812, 3885, 4046, 4087, 4500]","[1685, 2189, 2441, 2756, 6379, 15607, 0]",0.1201992453445335,4.24,1
132,"[2987, 3469, 3812, 3885, 4046, 4087, 4500]","[1685, 2189, 2441, 2756, 6379, 15607, 0]",0.1201992453445335,4.24,1
135,"[2987, 3469, 3812, 3885, 4046, 4087, 4500]","[1685, 2189, 2441, 2756, 6379, 17986, 0]",0.15509422959938854,3.73,1
139,"[2987, 3393, 3812, 3885, 4046, 4087, 4500]","[1685, 2189, 2441, 2756, 6379, 17986, 0]",0.15247267347059448,3.76,1
150,"[2987, 3393, 3812, 3885, 4046, 4087, 4500]","[1685, 2189, 2441, 2756, 6379, 17986, 0]",0.15247267347059448,3.76,1
155,"[2987, 3600, 3812, 3885, 4046, 4087, 4500]","[1685, 2189, 2441, 2756, 6379, 17986, 0]",0.16263917251255056,3.63,1
