Iteration,VS,Thickness,Likelihood,Misfit,Acceptance
1,"[3544, 3625, 3674, 3763, 3916, 3971, 4500]","[1128, 1275, 1407, 2047, 12316, 20529, 0]",0.5184314854364891,1.31,1
3,"[3544, 3625, 3674, 3763, 3916, 3971, 4407]","[1128, 1275, 1407, 2047, 12316, 20529, 0]",0.49768415473942074,1.4,1
5,"[3225, 3625, 3674, 3763, 3916, 3971, 4407]","[1128, 1275, 1407, 2047, 12316, 20529, 0]",0.47421221995834306,1.49,1
31,"[3225, 3625, 3674, 3763, 3916, 3971, 4500]","[1128, 1275, 1407, 2047, 12316, 20529, 0]",0.4944802509197301,1.41,1
42,"[3225, 3625, 3674, 3763, 3916, 3971, 4500]","[1128, 1275, 1407, 2047, 12316, 20529, 0]",0.4944802509197301,1.41,0
44,"[3225, 3625, 3674, 3853, 3916, 3971, 4500]","[1128, 1275, 1407, 2047, 12316, 20529, 0]",0.4692440259306329,1.51,1
52,"[3225, 3625, 3674, 3853, 3916, 3971, 4237]","[1128, 1275, 1407, 2047, 12316, 20529, 0]",0.3809205924879071,1.93,1
62,"[3225, 3625, 3674, 3853, 3916, 3971, 4237]","[1128, 1275, 1407, 4527, 12316, 20529, 0]",0.26676849937435976,2.64,1
73,"[3420, 3625, 3674, 3853, 3916, 3971, 4237]","[1128, 1275, 1407, 4527, 12316, 20529, 0]",0.28323406220493685,2.52,1
86,"[3420, 3625, 3674, 3853, 3916, 3971, 4237]","[1128, 1275, 1407, 4527, 12316, 19280, 0]",0.3444334641244305,2.13,1
95,"[3420, 3625, 3674, 3853, 3916, 3971, 4237]","[1128, 1275, 1407, 4527, 12316, 19280, 0]",0.3444334641244305,2.13,0
112,"[3420, 3625, 3674, 3853, 3916, 3971, 4237]","[1128, 1275, 1407, 3928, 12316, 19280, 0]",0.3789694754236703,1.94,1
118,"[3420, 3625, 3674, 3853, 3916, 3971, 4237]","[1128, 1275, 1407, 3627, 12316, 19280, 0]",0.38938933814277676,1.89,1
119,"[3420, 3625, 3674, 3853, 3916, 3971, 4237]","[1128, 1275, 1407, 3627, 12316, 21037, 0]",0.31018178353900205,2.34,1
