Iteration,VS,Thickness,Likelihood,Misfit,Acceptance
611,"[2797, 2929, 3341, 3730, 3941, 4215, 4442]","[1534, 2060, 2925, 9858, 10649, 15245, 0]",0.07786392427414134,5.11,1
616,"[2797, 2929, 3341, 3730, 3941, 4086, 4442]","[1534, 2060, 2925, 9858, 10649, 15245, 0]",0.09953112030300326,4.61,1
619,"[2788, 2929, 3341, 3730, 3941, 4086, 4442]","[1534, 2060, 2925, 9858, 10649, 15245, 0]",0.09779241653662396,4.65,1
638,"[2788, 2929, 3341, 3730, 3941, 4086, 4442]","[1534, 2060, 2925, 9858, 10649, 14883, 0]",0.10330761963887054,4.54,1
659,"[2788, 2929, 3341, 3730, 3941, 4086, 4442]","[1534, 2060, 2910, 9858, 10649, 14883, 0]",0.10263349972375137,4.55,1
664,"[2788, 2929, 3341, 3679, 3941, 4086, 4442]","[1534, 2060, 2910, 9858, 10649, 14883, 0]",0.11384041677306404,4.35,1
667,"[2788, 2929, 3341, 3679, 3941, 4086, 4442]","[1534, 2060, 2910, 9858, 10649, 14883, 0]",0.11384041677306404,4.35,0
679,"[2788, 2929, 3341, 3679, 3941, 4086, 4442]","[1534, 2060, 2910, 9858, 10649, 14044, 0]",0.13055673298485013,4.07,1
680,"[2788, 2929, 3050, 3679, 3941, 4086, 4442]","[1534, 2060, 2910, 9858, 10649, 14044, 0]",0.0516179237395755,5.93,1
687,"[2788, 2929, 3050, 3679, 3941, 4086, 4442]","[1534, 2060, 2910, 10069, 10649, 14044, 0]",0.050330349783675364,5.98,1
695,"[2788, 2929, 3050, 3289, 3941, 4086, 4442]","[1534, 2060, 2910, 10069, 10649, 14044, 0]",0.054953847036708664,5.8,1
696,"[2788, 2929, 3050, 3289, 3941, 4086, 4442]","[1534, 2060, 2910, 10069, 10649, 14044, 0]",0.054953847036708664,5.8,0
701,"[2788, 2929, 3050, 3289, 3941, 4086, 4442]","[1534, 2060, 5367, 10069, 10649, 14044, 0]",0.050974896076652024,5.95,1
705,"[2788, 2929, 3050, 3289, 3941, 4086, 4442]","[1534, 2060, 5367, 7069, 10649, 14044, 0]",0.09556976527769936,4.7,1
719,"[2788, 2929, 3050, 3289, 3941, 4086, 4442]","[1534, 2060, 5367, 7069, 10649, 12739, 0]",0.11386913493605635,4.35,1
722,"[2400, 2929, 3050, 3289, 3941, 4086, 4442]","[1534, 2060, 5367, 7069, 10649, 12739, 0]",0.05908108835580233,5.66,1
726,"[2400, 2929, 3050, 3289, 3941, 4086, 4442]","[1534, 2060, 5367, 7069, 10649, 12739, 0]",0.05908108835580233,5.66,0
731,"[2400, 2929, 3050, 3289, 3941, 4086, 4442]","[1534, 2293, 5367, 7069, 10649, 12739, 0]",0.051569391765250765,5.93,1
739,"[2400, 2929, 3135, 3289, 3941, 4086, 4442]","[1534, 2293, 5367, 7069, 10649, 12739, 0]",0.049334025961038294,6.02,1
740,"[2400, 2929, 3135, 3289, 3941, 4086, 4442]","[1534, 2293, 5367, 7069, 10649, 12645, 0]",0.04748368623086,6.09,1
